Speaker: hombre 1
  Tier Type: po, Annotations Count: 256
    Time Stamp: ("'ts55'", "'ts56'"), Annotation: rrunapaka prohibido kashkia escuela na liinata ama yachajuchun
    Time Stamp: ("'ts57'", "'ts58'"), Annotation: mishukunaka  prohibido indiota nishpa indioka ama yachajuchun nishpa
    Time Stamp: ("'ts59'", "'ts60'"), Annotation: kunanga no ve ashtawan indiokunara ashtawan mishukunataka kalpachin
    Time Stamp: ("'ts61'", "'ts62'"), Annotation: ña ali abogadokuna tyan gente campesinapash abogadokuna
    Time Stamp: ("'ts63'", "'ts64'"), Annotation: doctorkuna
    Time Stamp: ("'ts65'", "'ts66'"), Annotation: tukuy layta yachakuna kunanga tyan
    Time Stamp: ("'ts67'", "'ts68'"), Annotation: kunan defenza tyan  campesinopapash tukuypa
    Time Stamp: ("'ts69'", "'ts70'"), Annotation: chashna
    Time Stamp: ("'ts71'", "'ts72'"), Annotation: chashna cuarto gradokamanlla ñukaka yachajurkani
    Time Stamp: ("'ts73'", "'ts74'"), Annotation: chaymandaka kutin shina ña
    Time Stamp: ("'ts75'", "'ts76'"), Annotation: ñukanchi taytikuta
    Time Stamp: ("'ts77'", "'ts78'"), Annotation: labranza ña trabajuta shina
    Time Stamp: ("'ts79'", "'ts80'"), Annotation: shina ayda karkanchi
    Time Stamp: ("'ts81'", "'ts82'"), Annotation: yyyy
    Time Stamp: ("'ts83'", "'ts84'"), Annotation: wakra yuntawan yapushpa
    Time Stamp: ("'ts85'", "'ts86'"), Annotation: arado kaspi aradowan
    Time Stamp: ("'ts87'", "'ts88'"), Annotation: kaspi aradowan mmmm
    Time Stamp: ("'ts89'", "'ts90'"), Annotation: wakrataka yuguwan yugushpa chaykunata tal vez na intindingachu
    Time Stamp: ("'ts91'", "'ts92'"), Annotation: chaywan chashna kawsashkianchi yapushpa
    Time Stamp: ("'ts93'", "'ts94'"), Annotation: kunanmari maquinariakuna tractorman
    Time Stamp: ("'ts95'", "'ts96'"), Annotation: yapun chay tiempoka solo wakra yuntawan yapu karkanchi
    Time Stamp: ("'ts97'", "'ts98'"), Annotation: kaspi aradowan arado extrajeropash na tyarka
    Time Stamp: ("'ts99'", "'ts100'"), Annotation: mmm
    Time Stamp: ("'ts101'", "'ts102'"), Annotation: mmmmm
    Time Stamp: ("'ts103'", "'ts105'"), Annotation: ashaguta yuyarishara kungarijunma
    Time Stamp: ("'ts108'", "'ts110'"), Annotation: chay
    Time Stamp: ("'ts111'", "'ts113'"), Annotation: puestoka chimba chimballakta
    Time Stamp: ("'ts114'", "'ts117'"), Annotation: chimba jawapi kawsarkanchi
    Time Stamp: ("'ts121'", "'ts122'"), Annotation: yaku chimba es todo
    Time Stamp: ("'ts124'", "'ts126'"), Annotation: yaku chimba todo, todo la comunidad
    Time Stamp: ("'ts149'", "'ts150'"), Annotation: (.......)
    Time Stamp: ("'ts155'", "'ts157'"), Annotation: wasi punguguta charin karka wasi pungo
    Time Stamp: ("'ts156'", "'ts160'"), Annotation: wasi pungugupi faynashpa  a shina trabajun no ve que gañan karka
    Time Stamp: ("'ts161'", "'ts162'"), Annotation: gañan esclavo
    Time Stamp: ("'ts163'", "'ts164'"), Annotation: arr  jatun  arrendatario  mishukuna mandashkia kunan mayordomokuna allana jawa
    Time Stamp: ("'ts165'", "'ts166'"), Annotation: maltratashpa
    Time Stamp: ("'ts167'", "'ts168'"), Annotation: shina wasipika  solo fainaguta rrurrana    chaymanda tareaman ña asendaman    ocho horasta trabajangapak
    Time Stamp: ("'ts169'", "'ts170'"), Annotation: shina tanto
    Time Stamp: ("'ts171'", "'ts172'"), Annotation: shhh
    Time Stamp: ("'ts173'", "'ts174'"), Annotation: shina tanto tanto ña ñukanchipash ñaa maltunyashpa ña jovenyashpa kakpimi ña
    Time Stamp: ("'ts175'", "'ts176'"), Annotation: antes ña reforma agraria llukshirka
    Time Stamp: ("'ts177'", "'ts178'"), Annotation: chay cabecillakuna lucharka abogadokunawan quitopi
    Time Stamp: ("'ts179'", "'ts180'"), Annotation: partido comunista nishkia partido socialista
    Time Stamp: ("'ts181'", "'ts182'"), Annotation:  chaytapash contrario mishukunaka  indio socialista indio comunista   indio vago nirka
    Time Stamp: ("'ts183'", "'ts184'"), Annotation: paykunaka indio trabajashkiallatata   mas que perdon nini    saksan karka mas que indio trabajashkiata
    Time Stamp: ("'ts185'", "'ts186'"), Annotation: indio trabajahskiata  mikun  jatungapayman    chaypa indio trabajashkia ima papayman   trigoyman cevadayman
    Time Stamp: ("'ts187'", "'ts188'"), Annotation: ima jabasman imatapash asendakunapash ninanda pambakunapi tarpu karka
    Time Stamp: ("'ts189'", "'ts190'"), Annotation: y chayma kutin    peongunaka chayman ña cosechangapak    ña trigo ña chakikpi ña cevada ña chakikpi
    Time Stamp: ("'ts191'", "'ts192'"), Annotation: papa ña fukukpi ña allangapak       shina gañan esclavo
    Time Stamp: ("'ts193'", "'ts194'"), Annotation: antes tanta lucha de cabecillaskunapa tiempo  tanta lucha asta finada mama transito lucharka
    Time Stamp: ("'ts195'", "'ts197'"), Annotation: pay calabazakunaman apashkia, planchakunapi yalichishkia   lastima maltratashkia
    Time Stamp: ("'ts201'", "'ts205'"), Annotation: a aa rriksirkanchimi
    Time Stamp: ("'ts206'", "'ts208'"), Annotation: Alemaniaman
    Time Stamp: ("'ts211'", "'ts213'"), Annotation: a Alemaniaman
    Time Stamp: ("'ts214'", "'ts217'"), Annotation: camizata mañashpa, anacota mañashpa
    Time Stamp: ("'ts221'", "'ts222'"), Annotation: Rusiamanda ña  tikramuktama ña espiashpa preso churashkiarka
    Time Stamp: ("'ts223'", "'ts224'"), Annotation: chaymi kuti planchapi yalin castigashpa
    Time Stamp: ("'ts225'", "'ts227'"), Annotation: prohibidoman karka chay tiempoka
    Time Stamp: ("'ts242'", "'ts243'"), Annotation: a aa cabecilla nishkia
    Time Stamp: ("'ts244'", "'ts247'"), Annotation: pero pakalla
    Time Stamp: ("'ts251'", "'ts253'"), Annotation: quitoman rrichun
    Time Stamp: ("'ts254'", "'ts257'"), Annotation: chakilla carro na tyan
    Time Stamp: ("'ts261'", "'ts265'"), Annotation: naa Quitokaman
    Time Stamp: ("'ts266'", "'ts268'"), Annotation: quitokaman chakilla
    Time Stamp: ("'ts269'", "'ts271'"), Annotation: kay chakiñan chakiñan rrecto rrecto
    Time Stamp: ("'ts280'", "'ts282'"), Annotation: ña mayor mayormi  azendapi enterrarka
    Time Stamp: ("'ts294'", "'ts295'"), Annotation: kayka heredero alpamari
    Time Stamp: ("'ts300'", "'ts303'"), Annotation: ñuka finado taytikupa wasi pungupima rrurrakrijurkani shuk wasi
    Time Stamp: ("'ts307'", "'ts309'"), Annotation: mmm
    Time Stamp: ("'ts314'", "'ts316'"), Annotation:  Transi amaguaña   payy, payymi shina  kay reforma agrariata medio katishpa
    Time Stamp: ("'ts317'", "'ts318'"), Annotation: kay alpagukunayman  pay partena gulpi gulpi hasinda entero tukurirka
    Time Stamp: ("'ts322'", "'ts324'"), Annotation: ñukaman parla karka imashti doce haciendatami partenakrinchi
    Time Stamp: ("'ts325'", "'ts328'"), Annotation:  chayka na krirkani mayta naa semejante mishukunaka mayta sakinga naaa pablo plablo na     pablito rrikungui  ÑALLAPACHA ÑALLA ALPAKA LLUKSHIKRIN
    Time Stamp: ("'ts330'", "'ts332'"), Annotation: y como quiera y como quiera
    Time Stamp: ("'ts333'", "'ts334'"), Annotation: primero
    Time Stamp: ("'ts335'", "'ts336'"), Annotation: llukshirka kay centro civico kay lotegukuna chaypa njipa kuti llukshirka kay ña  jatun
    Time Stamp: ("'ts337'", "'ts338'"), Annotation: jatun alpa seis hectareas cada uno
    Time Stamp: ("'ts339'", "'ts340'"), Annotation: aaa
    Time Stamp: ("'ts341'", "'ts343'"), Annotation: chay kan potrerokuna
    Time Stamp: ("'ts348'", "'ts350'"), Annotation: potrero
    Time Stamp: ("'ts360'", "'ts361'"), Annotation: ari heredero alpami
    Time Stamp: ("'ts362'", "'ts365'"), Annotation: plitunajunguichimi ama kaypika rraychu
    Time Stamp: ("'ts366'", "'ts369'"), Annotation: kaqmba alpapi rruangui nirka
    Time Stamp: ("'ts370'", "'ts372'"), Annotation: ali ali consejuta kurka shuk mama cuenda
    Time Stamp: ("'ts373'", "'ts375'"), Annotation: m mmm
    Time Stamp: ("'ts392'", "'ts394'"), Annotation: arrendatariokuna
    Time Stamp: ("'ts395'", "'ts396'"), Annotation: arrendanma karka pundaka arrenda kashakiarkaaa  aa ñuka yuyarini ñuka  nose kaymantaka  chayka
    Time Stamp: ("'ts397'", "'ts398'"), Annotation: administrador nishkiallami manejan kashkiarka kay asendataka  ahuk
    Time Stamp: ("'ts399'", "'ts400'"), Annotation:  kimza empleados  shuk shuk,,,administrador shuk escribiente shuk mayor domo
    Time Stamp: ("'ts401'", "'ts402'"), Annotation: chayka asistencia socialpami  kashkia ninmari kay alpakunaka a asistenciapak asistencia dueño
    Time Stamp: ("'ts403'", "'ts405'"), Annotation: asistenciapa  kutin arrendadorkunaka arrendan kashkia nin picha watapak sukta watapak shina
    Time Stamp: ("'ts406'", "'ts412'"), Annotation: zuletamanda galo plaza
    Time Stamp: ("'ts430'", "'ts431'"), Annotation: pakalla
    Time Stamp: ("'ts435'", "'ts439'"), Annotation: azialwan kuetyashpa
    Time Stamp: ("'ts444'", "'ts447'"), Annotation: chay ña reforma agraria llukshirka
    Time Stamp: ("'ts469'", "'ts475'"), Annotation: mishuk laya ña gulpi
    Time Stamp: ("'ts476'", "'ts478'"), Annotation: punda pundaka nosé  ñukanchi na yarinchi parlotalla  uyanchi imashti pescillopika
    Time Stamp: ("'ts479'", "'ts480'"), Annotation: padrekunami kawsana kashkia nin
    Time Stamp: ("'ts482'", "'ts484'"), Annotation: mercenario padrekuna
    Time Stamp: ("'ts487'", "'ts489'"), Annotation: tyanmi iglesia
    Time Stamp: ("'ts493'", "'ts496'"), Annotation: no sé ni se la verdad imacha
    Time Stamp: ("'ts497'", "'ts501'"), Annotation: padreka illan tukurishkiami
    Time Stamp: ("'ts508'", "'ts510'"), Annotation: aa rruna ñukanchi rruna genteta jacinda charin karka rrejo
    Time Stamp: ("'ts513'", "'ts515'"), Annotation: vacakunata
    Time Stamp: ("'ts516'", "'ts518'"), Annotation:  doscientos o trescientos vacas chayta cada turnopi manda karka
    Time Stamp: ("'ts519'", "'ts520'"), Annotation: cuentayu nishkia cuidachun killa shuk killata
    Time Stamp: ("'ts521'", "'ts522'"), Annotation: cada cada cuentayu shuk killa, killa paktakpi ña entrega carca shukman
    Time Stamp: ("'ts523'", "'ts525'"), Annotation: mm chashna
    Time Stamp: ("'ts528'", "'ts531'"), Annotation: chukllata rruangapak
    Time Stamp: ("'ts543'", "'ts544'"), Annotation: tutakuna shuangapak yalishpa sankakunata tortillashpa
    Time Stamp: ("'ts545'", "'ts546'"), Annotation: m mm
    Time Stamp: ("'ts558'", "'ts561'"), Annotation: chukllata shinashpa shinallata chayllapita
    Time Stamp: ("'ts562'", "'ts563'"), Annotation: killakaman shinallata
    Time Stamp: ("'ts569'", "'ts573'"), Annotation:  jatun chukllata rrurrashpa  chashna kay corredornalla chukllaguta kaspikunawan
    Time Stamp: ("'ts575'", "'ts577'"), Annotation: lastima lastima  sufrirkanchi
    Time Stamp: ("'ts579'", "'ts581'"), Annotation: m mm
    Time Stamp: ("'ts590'", "'ts593'"), Annotation: pescillo laduta
    Time Stamp: ("'ts601'", "'ts602'"), Annotation: chay urkuman
    Time Stamp: ("'ts603'", "'ts605'"), Annotation: kasi rasu cayambe laduman
    Time Stamp: ("'ts611'", "'ts613'"), Annotation: urkukunaka chukira juchu  aaa dormida
    Time Stamp: ("'ts614'", "'ts616'"), Annotation: volcan  ñuka rriksinimi burro  chupa nishkiakaman rriksini caseriaman rrishpa
    Time Stamp: ("'ts618'", "'ts621'"), Annotation: venado
    Time Stamp: ("'ts622'", "'ts624'"), Annotation: a aa
    Time Stamp: ("'ts625'", "'ts627'"), Annotation: (chay.....)
    Time Stamp: ("'ts628'", "'ts631'"), Annotation: ñuka cuñadowan finado    finado gonzalo nishkia paywan rrin karkanchi
    Time Stamp: ("'ts632'", "'ts634'"), Annotation: payka alipachama karka venadopaka na fallan karka
    Time Stamp: ("'ts635'", "'ts636'"), Annotation: shuk tiro pun karajo chay
    Time Stamp: ("'ts639'", "'ts643'"), Annotation: aa caravena
    Time Stamp: ("'ts644'", "'ts646'"), Annotation: a aa caravinawan
    Time Stamp: ("'ts648'", "'ts649'"), Annotation: ari espiashpa
    Time Stamp: ("'ts652'", "'ts656'"), Annotation: caballutaka karupi sakin karkanchi kutin  ñukanchi chakilla rrin karkanchi shina chakilla washa laderakunata b
    Time Stamp: ("'ts657'", "'ts658'"), Annotation: shina washama shina
    Time Stamp: ("'ts659'", "'ts660'"), Annotation: maypi venado pay rriksishkiarka  venado maypi mikukta maypi kana kakta
    Time Stamp: ("'ts661'", "'ts662'"), Annotation: upallalla espiashpa espiashpà shina espiashpa upallalla
    Time Stamp: ("'ts664'", "'ts666'"), Annotation: primero amm
    Time Stamp: ("'ts672'", "'ts675'"), Annotation: kunanga ña prohibidoma caserio
    Time Stamp: ("'ts685'", "'ts686'"), Annotation: mmmm
    Time Stamp: ("'ts687'", "'ts688'"), Annotation: tuta wasimanga chayamun karkanchi pakalla
    Time Stamp: ("'ts690'", "'ts693'"), Annotation: a a ama rrikuchun
    Time Stamp: ("'ts694'", "'ts697'"), Annotation: pakalla pakalla
    Time Stamp: ("'ts702'", "'ts705'"), Annotation: guapo
    Time Stamp: ("'ts706'", "'ts709'"), Annotation: llama
    Time Stamp: ("'ts712'", "'ts716'"), Annotation: llama aycha cuenda kashkia chashna
    Time Stamp: ("'ts750'", "'ts752'"), Annotation: ñuka wawakunapash quitopimi
    Time Stamp: ("'ts755'", "'ts756'"), Annotation: ishkay
    Time Stamp: ("'ts758'", "'ts759'"), Annotation: kimzami
    Time Stamp: ("'ts762'", "'ts765'"), Annotation: España
    Time Stamp: ("'ts772'", "'ts775'"), Annotation: a aaa
    Time Stamp: ("'ts776'", "'ts778'"), Annotation: ñuka shutimi es pablito
    Time Stamp: ("'ts779'", "'ts780'"), Annotation: paypami shina shamukpika  chayma
    Time Stamp: ("'ts784'", "'ts785'"), Annotation: aaa
    Time Stamp: ("'ts786'", "'ts789'"), Annotation: aaa
    Time Stamp: ("'ts791'", "'ts795'"), Annotation: no sé ima shamungacha
    Time Stamp: ("'ts799'", "'ts800'"), Annotation: ña ishkay watapi kazi chusku watapi shamun yarin shina tiempopi tiempopi shamun
    Time Stamp: ("'ts801'", "'ts803'"), Annotation: shuk killatan kaypi kan
    Time Stamp: ("'ts824'", "'ts825'"), Annotation: (......)
    Time Stamp: ("'ts873'", "'ts874'"), Annotation: (.....)kaymanda aliyruma (.......)
    Time Stamp: ("'ts886'", "'ts888'"), Annotation: chaykia aliyrumi churo loma
    Time Stamp: ("'ts890'", "'ts892'"), Annotation: aaa chay chimba pura casi
    Time Stamp: ("'ts895'", "'ts897'"), Annotation: yurak urku nin
    Time Stamp: ("'ts898'", "'ts901'"), Annotation: yurak urku
    Time Stamp: ("'ts903'", "'ts905'"), Annotation: yurak urkuma  ñukanchi Cayambe nin nevado Cayambe
    Time Stamp: ("'ts907'", "'ts909'"), Annotation: na
    Time Stamp: ("'ts910'", "'ts913'"), Annotation: na uyashkianchichu
    Time Stamp: ("'ts918'", "'ts920'"), Annotation: aaaa
    Time Stamp: ("'ts944'", "'ts947'"), Annotation: uraman
    Time Stamp: ("'ts957'", "'ts959'"), Annotation: ammm
    Time Stamp: ("'ts960'", "'ts963'"), Annotation: rrudu pambaman chayman ña jari yaku
    Time Stamp: ("'ts971'", "'ts973'"), Annotation: izquierdo es bueno (........) izquierdo
    Time Stamp: ("'ts974'", "'ts976'"), Annotation: chaytama pinan
    Time Stamp: ("'ts978'", "'ts981'"), Annotation: mas abajoka boliza
    Time Stamp: ("'ts983'", "'ts986'"), Annotation: ñañu loma
    Time Stamp: ("'ts988'", "'ts991'"), Annotation: ñañu loma
    Time Stamp: ("'ts995'", "'ts996'"), Annotation: churu lomaka ladumi chaypi
    Time Stamp: ("'ts999'", "'ts1000'"), Annotation: a a bastante jatun
    Time Stamp: ("'ts1001'", "'ts1003'"), Annotation: kashna bomba   tukuy chay lomata
    Time Stamp: ("'ts1004'", "'ts1006'"), Annotation: San juanda San juan cuendata rrurrashkia
    Time Stamp: ("'ts1014'", "'ts1017'"), Annotation: inga rrurrashkia san juanba   shina jatun alpa
    Time Stamp: ("'ts1019'", "'ts1023'"), Annotation: kallana cuenda
    Time Stamp: ("'ts1039'", "'ts1041'"), Annotation: en carro
    Time Stamp: ("'ts1052'", "'ts1053'"), Annotation: a aaa
    Time Stamp: ("'ts1054'", "'ts1057'"), Annotation: chay washamanga pesandilla nin
    Time Stamp: ("'ts1058'", "'ts1061'"), Annotation: a  aaa
    Time Stamp: ("'ts1062'", "'ts1065'"), Annotation: pesambilla	gatoka no pesambilla
    Time Stamp: ("'ts1067'", "'ts1069'"), Annotation: chay yura urku  chay washamanda rrikuy
    Time Stamp: ("'ts1070'", "'ts1072'"), Annotation: que
    Time Stamp: ("'ts1076'", "'ts1079'"), Annotation: churo loma
    Time Stamp: ("'ts1089'", "'ts1090'"), Annotation:  chay yura urku chay yura urkumanda washamanga ña kashna chimbapura
    Time Stamp: ("'ts1091'", "'ts1092'"), Annotation: temprenollamari gulpi
    Time Stamp: ("'ts1094'", "'ts1096'"), Annotation: (....) shina karumari
    Time Stamp: ("'ts1097'", "'ts1098'"), Annotation: rrikurin
    Time Stamp: ("'ts1099'", "'ts1101'"), Annotation: chaymi pesambilla nirkami
    Time Stamp: ("'ts1107'", "'ts1108'"), Annotation: mmm
    Time Stamp: ("'ts1109'", "'ts1110'"), Annotation: yaku kay waykuka
    Time Stamp: ("'ts1111'", "'ts1113'"), Annotation: kuchas   m diferente  shina pukyukunamandama  shian tandanajun
    Time Stamp: ("'ts1115'", "'ts1116'"), Annotation: ashagu ashagu
    Time Stamp: ("'ts1119'", "'ts1121'"), Annotation: washa jawa kuchamanda
    Time Stamp: ("'ts1122'", "'ts1125'"), Annotation: dormida
    Time Stamp: ("'ts1138'", "'ts1140'"), Annotation: mm ñukanchi linderoka chay yura urku chakikamanmi
    Time Stamp: ("'ts1142'", "'ts1145'"), Annotation: mm chaymanda jari yakuwan lindero
    Time Stamp: ("'ts1146'", "'ts1148'"), Annotation: jari yakuwan kay lado kutin montoneras piscillo
    Time Stamp: ("'ts1152'", "'ts1155'"), Annotation: chayman
    Time Stamp: ("'ts1156'", "'ts1158'"), Annotation: a aa pescillo chayka ña
    Time Stamp: ("'ts1159'", "'ts1161'"), Annotation: kay jatun waykumanda chaymanga pescillo  chay  jatun waykumi lindero
    Time Stamp: ("'ts1162'", "'ts1164'"), Annotation: ñukanchi yaku chimba
    Time Stamp: ("'ts1171'", "'ts1172'"), Annotation: mmm ventana nishkia warmi pambaman rrishpan rrikurin
    Time Stamp: ("'ts1173'", "'ts1174'"), Annotation: uyarkani ventana jatun ventana uchilla ventana chay pero shinarrumipiñata
    Time Stamp: ("'ts1175'", "'ts1176'"), Annotation: utujushkiami ventana  aaa piña rrumita utujushkia
    Time Stamp: ("'ts1177'", "'ts1179'"), Annotation: eeee
    Time Stamp: ("'ts1180'", "'ts1181'"), Annotation: chaymanda
    Time Stamp: ("'ts1183'", "'ts1184'"), Annotation: turo pamba nishkia chay jawaman piscillomanda jawaman turo pamba
    Time Stamp: ("'ts1185'", "'ts1186'"), Annotation: mmmm
    Time Stamp: ("'ts1187'", "'ts1188'"), Annotation: montoneras jawamanllata chashna  chayta jawaman ña turujuchuma kutin
    Time Stamp: ("'ts1189'", "'ts1190'"), Annotation: aa turu juchu washaman
    Time Stamp: ("'ts1198'", "'ts1202'"), Annotation:  washamanga ña San Pablo, San Pablo Otavalo urayman shina rrin
    Time Stamp: ("'ts1204'", "'ts1206'"), Annotation: chay urkupika nima animal na tyan vacío
    Time Stamp: ("'ts1212'", "'ts1215'"), Annotation: caruma chayka
    Time Stamp: ("'ts1222'", "'ts1223'"), Annotation: muyu urku chwpi
    Time Stamp: ("'ts1226'", "'ts1229'"), Annotation: aaa
    Time Stamp: ("'ts1235'", "'ts1239'"), Annotation:  puru rruna puro rruna gentellami
    Time Stamp: ("'ts1241'", "'ts1242'"), Annotation: mmm na tyanllu
    Time Stamp: ("'ts1254'", "'ts1259'"), Annotation: pero rriksishpa na rriksishpaka nima
    Time Stamp: ("'ts1278'", "'ts1280'"), Annotation: mmmm
    Time Stamp: ("'ts1281'", "'ts1284'"), Annotation: kaymanga nepasmi yaku chimbapika nepas ashtawan mayor parte
    Time Stamp: ("'ts1286'", "'ts1287'"), Annotation: chaymanda lechonguna
    Time Stamp: ("'ts1289'", "'ts1291'"), Annotation: cholka kilo
    Time Stamp: ("'ts1292'", "'ts1294'"), Annotation: quinche farinanguyman tyan
    Time Stamp: ("'ts1296'", "'ts1299'"), Annotation: aaaa
    Time Stamp: ("'ts1302'", "'ts1305'"), Annotation: chiriwasi
    Time Stamp: ("'ts1306'", "'ts1308'"), Annotation: Farinango shinayman tyan
    Time Stamp: ("'ts1310'", "'ts1312'"), Annotation: a aa shina tyan
    Time Stamp: ("'ts1317'", "'ts1319'"), Annotation: mmm
  Tier Type: tn, Annotations Count: 256
    Time Stamp: ('',), Annotation: yo quiero hablar de mmm de un
    Time Stamp: ('',), Annotation: de un ingeniero de Quito, que tan pero un
    Time Stamp: ('',), Annotation: con un señor
    Time Stamp: ('',), Annotation: yyyyy
    Time Stamp: ('',), Annotation: el me quiere preguntar
    Time Stamp: ('',), Annotation: la manera como hemos vivido
    Time Stamp: ('',), Annotation: desde niño
    Time Stamp: ('',), Annotation: desea saber dice,
    Time Stamp: ('',), Annotation: para sacar historia
    Time Stamp: ('1',), Annotation: perooo
    Time Stamp: ('1',), Annotation: yo, tampoco me acuerdo bien
    Time Stamp: ('1',), Annotation: cuando era joven vivia por arriba, ahora vivimo en centro civico
    Time Stamp: ('1',), Annotation: lan parte de arriba es muy frío
    Time Stamp: ('1',), Annotation: viviamos en unha chosita
    Time Stamp: ('1',), Annotation: en ahí viviamos
    Time Stamp: ('1',), Annotation: mis padres eran analfabetos
    Time Stamp: ('1',), Annotation: algo algo hablaban el castellano
    Time Stamp: ('1',), Annotation: nosotros también
    Time Stamp: ('1',), Annotation: ya cuando yo ya tenía seis años hubo una escuela
    Time Stamp: ('2',), Annotation: la escuela
    Time Stamp: ('2',), Annotation: una escuela se abrió en mi comunidad la chimba
    Time Stamp: ('2',), Annotation: se abrió la escuela
    Time Stamp: ('2',), Annotation: solo hasta cuarto año
    Time Stamp: ('2',), Annotation:  mmm mas como quinto sexto no existía
    Time Stamp: ('5',), Annotation: para el indigena era prohibido  la escuela, de no aprender a leer
    Time Stamp: ('5',), Annotation: los mestizos prohibieron a los indios diciendo que ellos no deben aprender
    Time Stamp: ('5',), Annotation: ahora no ve ahora los indios son los que hacen correr a los mestizos
    Time Stamp: ('5',), Annotation: ya existen buenos abogados, la gente campesina también son abogados
    Time Stamp: ('5',), Annotation: son doctores
    Time Stamp: ('5',), Annotation: ahora existen gente que saben todas las leyes
    Time Stamp: ('6',), Annotation: ahora hay leyes que defienden a los campesinos
    Time Stamp: ('6',), Annotation: así
    Time Stamp: ('6',), Annotation: así, solo hasta el cuarto grado yo he aprendido
    Time Stamp: ('6',), Annotation: de ahí nuevamente
    Time Stamp: ('6',), Annotation: a nuestros padres
    Time Stamp: ('6',), Annotation: nos enseño trabajo de labranza
    Time Stamp: ('6',), Annotation: asi le ayudabamos
    Time Stamp: ('6',), Annotation: yyyyyy
    Time Stamp: ('6',), Annotation: removiendo la tierra con las yuntas de ganados
    Time Stamp: ('6',), Annotation: con arado de madera
    Time Stamp: ('7',), Annotation: con arado de madera       mmmmm
    Time Stamp: ('7',), Annotation: al ganado con un yugu de debe colocar, eso tal vez no debes de entender
    Time Stamp: ('7',), Annotation: con eso hemos vivido removiendo la tierra
    Time Stamp: ('7',), Annotation: ahora hay maquinarias y tractores
    Time Stamp: ('7',), Annotation: remueven la tierra, en ese tiempo solo se removia la tierra con yuntas de ganados
    Time Stamp: ('7',), Annotation: con arado de madera , la herramienta de arado en ese tiempo no existía
    Time Stamp: ('7',), Annotation: mmmm
    Time Stamp: ('7',), Annotation: mmmmm
    Time Stamp: ('7',), Annotation: espere que recuerde un poco, me estoy olvidandome
    Time Stamp: ('7',), Annotation: este
    Time Stamp: ('8',), Annotation: el puesto se llama chimba
    Time Stamp: ('8',), Annotation: por arriba del chimba viviamos
    Time Stamp: ('8',), Annotation: la chimba del agua es todo
    Time Stamp: ('8',), Annotation: la chimba del agua es todo la comunidad
    Time Stamp: ('8',), Annotation: (.....)
    Time Stamp: ('8',), Annotation: a el le tenian puertas adentro
    Time Stamp: ('8',), Annotation: fainaba en el wasi pungo  y asi trabajaba lo que el era gañan
    Time Stamp: ('8',), Annotation: gañan esclavo
    Time Stamp: ('8',), Annotation: si, los  grandes  arrendatarios ,mandado por los mestizos, los mayordomos
    Time Stamp: ('8',), Annotation: le maltrataban
    Time Stamp: ('9',), Annotation: en la casa lo que se hacía es solo fainas de ahí se debía ir a las haciendas  para trabajar las ocho horas
    Time Stamp: ('9',), Annotation: asi tanto
    Time Stamp: ('9',), Annotation: shhh
    Time Stamp: ('9',), Annotation: asi ya de tanto sufrir ya lo que nosotros eramos jovenes  en ahí
    Time Stamp: ('9',), Annotation: antes ya salió lo que es la reforma agraria
