Speaker: persona 1 simeon
  Tier Type: po, Annotations Count: 103
    Time Stamp: ("'ts414'", "'ts417'"), Annotation: cebolla coles
    Time Stamp: ("'ts420'", "'ts421'"), Annotation: mmm
    Time Stamp: ("'ts423'", "'ts430'"), Annotation: jatun jatun feria nachu chaypi aja
    Time Stamp: ("'ts434'", "'ts437'"), Annotation: ima imapi llukshin carrupi buspi o camiombi
    Time Stamp: ("'ts441'", "'ts449'"), Annotation: buseta kaymanda llukshin aa ya
    Time Stamp: ("'ts458'", "'ts459'"), Annotation: ari
    Time Stamp: ("'ts463'", "'ts464'"), Annotation: shumak
    Time Stamp: ("'ts466'", "'ts467'"), Annotation: ajamm
    Time Stamp: ("'ts471'", "'ts472'"), Annotation: (.......................)
    Time Stamp: ("'ts487'", "'ts489'"), Annotation: aaa imatak ashtawan parlashunchi
    Time Stamp: ("'ts494'", "'ts495'"), Annotation: aaa
    Time Stamp: ("'ts496'", "'ts498'"), Annotation: aaa yakuta shina rrieguman
    Time Stamp: ("'ts508'", "'ts509'"), Annotation: aaaa
    Time Stamp: ("'ts511'", "'ts518'"), Annotation: y kunan tyan rriogupak wasin wasin rrishpa
    Time Stamp: ("'ts520'", "'ts522'"), Annotation: sumak ari
    Time Stamp: ("'ts525'", "'ts528'"), Annotation: aaa maymanda apamun chaytaka
    Time Stamp: ("'ts534'", "'ts537'"), Annotation: kucha tyanllu
    Time Stamp: ("'ts539'", "'ts542'"), Annotation: chay kilon kuchacho o shuk
    Time Stamp: ("'ts546'", "'ts547'"), Annotation: aaa ya
    Time Stamp: ("'ts549'", "'ts551'"), Annotation: ima shuti
    Time Stamp: ("'ts552'", "'ts553'"), Annotation: organo
    Time Stamp: ("'ts554'", "'ts557'"), Annotation: a ja
    Time Stamp: ("'ts563'", "'ts565'"), Annotation: ari
    Time Stamp: ("'ts573'", "'ts575'"), Annotation: aaa
    Time Stamp: ("'ts578'", "'ts585'"), Annotation: pero kunan ña  yakuta yakuwan ashtawan ali kanguichik
    Time Stamp: ("'ts589'", "'ts590'"), Annotation: wawa yakuta
    Time Stamp: ("'ts598'", "'ts600'"), Annotation: kunan yaku churashkia nin
    Time Stamp: ("'ts610'", "'ts612'"), Annotation: mmm
    Time Stamp: ("'ts613'", "'ts616'"), Annotation: ima shina nirkangi chay  wawakuna  mana saludana yachanllu nirkangi
    Time Stamp: ("'ts617'", "'ts620'"), Annotation: ima shina kay sectorpi ima shina saludana kan
    Time Stamp: ("'ts621'", "'ts623'"), Annotation: kangichi mayorkuna pura shina saludashpa
    Time Stamp: ("'ts630'", "'ts634'"), Annotation: tío tía nishpa
    Time Stamp: ("'ts969'", "'ts973'"), Annotation: tukuy tuta ashta makanajushpa amokunawan ashta ganashkami kanchi mmm ñukanchi shina
  Tier Type: tn, Annotations Count: 103
    Time Stamp: ('',), Annotation: pero como es que se llama esta comunidad
    Time Stamp: ('',), Annotation: es la montaña grande
    Time Stamp: ('',), Annotation: por eso es que viven cerca
    Time Stamp: ('',), Annotation: a ya
    Time Stamp: ('1',), Annotation: les preguntare el nombre, como es que se llaman
    Time Stamp: ('1',), Annotation: cuantos años tienes
    Time Stamp: ('1',), Annotation:  aaa y usted como es que se llama
    Time Stamp: ('1',), Annotation: aa cuantos años tienes
    Time Stamp: ('1',), Annotation: igualioto cuantos años
    Time Stamp: ('1',), Annotation: setenta y cinco
    Time Stamp: ('1',), Annotation:  setenta y siete y como se llama usted
    Time Stamp: ('1',), Annotation: ee cuantos años tienes
    Time Stamp: ('1',), Annotation:  setenta y dos ya .. mi nombre es simeon  eee bueno yo ando en estas comunidades  realizando registro de kichwa
    Time Stamp: ('1',), Annotation: aqui8 que es lo que hay aqui
    Time Stamp: ('2',), Annotation: aaaa
    Time Stamp: ('2',), Annotation: (..................)
    Time Stamp: ('2',), Annotation: mmm
    Time Stamp: ('2',), Annotation: este entonces ustedes debian de pastar  las ovejas de sus amos
    Time Stamp: ('2',), Annotation: aaaa eran ovejeros
    Time Stamp: ('2',), Annotation: donde estuvo el amo
    Time Stamp: ('24',), Annotation: cierto
    Time Stamp: ('2',), Annotation: aaaa pero (..............................)
    Time Stamp: ('2',), Annotation: en que año cuantos años tenias
    Time Stamp: ('2',), Annotation: si
    Time Stamp: ('3',), Annotation: a ya así
    Time Stamp: ('3',), Annotation: era como hoy gradío
    Time Stamp: ('3',), Annotation: aaa entonces este
    Time Stamp: ('3',), Annotation: que es nolo que hacen en aqui aa siembran o ganaderia
    Time Stamp: ('3',), Annotation: en aqui había de mañana la feria de animales, este día había la feria de animales
    Time Stamp: ('3',), Annotation: las ovejas indigenas
    Time Stamp: ('3',), Annotation: no hay aqui
    Time Stamp: ('3',), Annotation: nada de cerdo
    Time Stamp: ('3',), Annotation: cuantos
    Time Stamp: ('3',), Annotation: eso es lo que hay cuy y conejos esos también
    Time Stamp: ('4',), Annotation: a ya
    Time Stamp: ('4',), Annotation: ustedes venden aqui adentro
    Time Stamp: ('4',), Annotation: en aqui es lo que guardas verdad
    Time Stamp: ('4',), Annotation: aa que bien es faja
    Time Stamp: ('25',), Annotation: aaa este
    Time Stamp: ('25',), Annotation: para las mujeres la faja que se pongan si
    Time Stamp: ('25',), Annotation: que cada martes
    Time Stamp: ('25',), Annotation: y se van a las otras ferias o solo aqui
    Time Stamp: ('25',), Annotation: aa todos
    Time Stamp: ('25',), Annotation: que días hay las ferias
    Time Stamp: ('25',), Annotation: jueves en saquisili verdad, y viernes en donde hay
    Time Stamp: ('29',), Annotation: en latacunga
    Time Stamp: ('29',), Annotation: mmmartes aqui  y miercoles donde en saquisili  y jueves también
    Time Stamp: ('30',), Annotation: si
    Time Stamp: ('30',), Annotation: el dia sabado suelen ir a zumbawa
    Time Stamp: ('30',), Annotation: aa
    Time Stamp: ('30',), Annotation: si ahí en fila loma venden trago si he visto
    Time Stamp: ('30',), Annotation: yo también me he ido
    Time Stamp: ('30',), Annotation: si cuando en ahí termine la feria
    Time Stamp: ('30',), Annotation: si y ahí deben de sacar el domingo verdad
    Time Stamp: ('30',), Annotation: domingo si mmm
    Time Stamp: ('35',), Annotation: aa si  por borrachos verdad
    Time Stamp: ('35',), Annotation: y estas ropas de donde traes
    Time Stamp: ('35',), Annotation: de ambato
    Time Stamp: ('35',), Annotation: y  te has ido a vivir alla
    Time Stamp: ('35',), Annotation: cuantas veces al mes te vas
    Time Stamp: ('35',), Annotation: cada semana se va
    Time Stamp: ('35',), Annotation: en ambato hay las rropas mas baratos y buenos?
    Time Stamp: ('35',), Annotation: aja
    Time Stamp: ('35',), Annotation: si
    Time Stamp: ('36',), Annotation: mm
    Time Stamp: ('36',), Annotation: yaa
    Time Stamp: ('36',), Annotation: soy de Estado Unidos peero vivo en quito, si
    Time Stamp: ('237',), Annotation: es muy lejos pero
    Time Stamp: ('40',), Annotation: a ya
    Time Stamp: ('40',), Annotation: eso es lo que siembran aqui oka, melloco brocoly
    Time Stamp: ('40',), Annotation: cebolla coles
    Time Stamp: ('40',), Annotation: mmm
    Time Stamp: ('40',), Annotation: es una feria muy grande verdad mmm
    Time Stamp: ('40',), Annotation: en que es que salen en carro, bus o camion
    Time Stamp: ('40',), Annotation: en buseta salen de aqui  a ya
    Time Stamp: ('40',), Annotation: si
    Time Stamp: ('41',), Annotation: que bien
    Time Stamp: ('41',), Annotation: ajam
    Time Stamp: ('41',), Annotation: (.......................)
    Time Stamp: ('239',), Annotation: aa que mas conversamos
    Time Stamp: ('41',), Annotation: aaaa
    Time Stamp: ('41',), Annotation: aa por el rriego de agua
    Time Stamp: ('41',), Annotation: aaa
    Time Stamp: ('41',), Annotation: y ahora hay agua para rriegoi de casa en casa
    Time Stamp: ('41',), Annotation: que bien
    Time Stamp: ('41',), Annotation: aaa de donde traen eso
    Time Stamp: ('41',), Annotation: hay laguna
    Time Stamp: ('42',), Annotation: es laguna de telon u otro
    Time Stamp: ('42',), Annotation: aaa ya
    Time Stamp: ('42',), Annotation: como se llama
    Time Stamp: ('42',), Annotation: organo
    Time Stamp: ('42',), Annotation: aja
    Time Stamp: ('42',), Annotation: si
    Time Stamp: ('42',), Annotation: aaa
    Time Stamp: ('57',), Annotation: pero ahora ya con el agua viven mejor
    Time Stamp: ('57',), Annotation: el bebe , el agua
    Time Stamp: ('57',), Annotation: ahora ya llega el agua dice
    Time Stamp: ('58',), Annotation: mmm
    Time Stamp: ('58',), Annotation: como es que me dijistes que los niños no saben saludar me dijistes
    Time Stamp: ('61',), Annotation: como es en este sector  como es que se debe saludar
    Time Stamp: ('61',), Annotation: entre ustedes entre mayores
    Time Stamp: ('61',), Annotation: tío tía diciendo
    Time Stamp: ('102',), Annotation: toda la noche eran que se estaban peleandose y así hemos ganado nosotros
  Tier Type: dt, Annotations Count: 89
    Time Stamp: ('',), Annotation: pero kutin ima ima shuti kan kay llakta
    Time Stamp: ('',), Annotation: jatun yana urku ah
    Time Stamp: ('',), Annotation: kaymanda kay ladupi kawsankichi
    Time Stamp: ('',), Annotation: a ya
    Time Stamp: ('1',), Annotation: shutikunata tapusha ima shuti kanki
    Time Stamp: ('1',), Annotation: mashna watatak charinki
    Time Stamp: ('1',), Annotation: aaa kikin ima shuti kanki
    Time Stamp: ('1',), Annotation: aaa mashna watatak charinki
    Time Stamp: ('1',), Annotation: igualito mashna ninki charini
    Time Stamp: ('1',), Annotation: setenta y cinco
    Time Stamp: ('1',), Annotation: setenta y siete aah ya ima shuti kanki
    Time Stamp: ('1',), Annotation: ee mashna watatak charinki
    Time Stamp: ('1',), Annotation: setenta y dos ya ñukapa shuti kan simeon ee e bueno kay llaktakunapi purini shina registro de kichwa rurashpa nachu
    Time Stamp: ('1',), Annotation: kaypi ima tian kaypi chayllachu
    Time Stamp: ('2',), Annotation: AAAA
    Time Stamp: ('2',), Annotation: mmmm
    Time Stamp: ('2',), Annotation: chay entonces chay kikinkuna chay amokunapak llamakuna michina karkankichi
    Time Stamp: ('2',), Annotation: aaa ovejerochu
    Time Stamp: ('2',), Annotation: maypita karka chay amo
    Time Stamp: ('24',), Annotation: cierto
    Time Stamp: ('2',), Annotation: aaah pero kikinkuna
    Time Stamp: ('2',), Annotation: ima wata ima mashna wata charirkankichi
    Time Stamp: ('3',), Annotation: a ya shina
    Time Stamp: ('3',), Annotation: como kunan gradiochu karka
    Time Stamp: ('3',), Annotation: aaa entonces chay
    Time Stamp: ('3',), Annotation: imashpa shinangichi kaypi aa tarpuna o wakra
    Time Stamp: ('3',), Annotation: kaypi tutamanda animalta feria tiarkachu tutamanda kunan punlla tiarka animal feria
    Time Stamp: ('3',), Annotation: runa llamapash
    Time Stamp: ('3',), Annotation: na tianchu kaypi
    Time Stamp: ('3',), Annotation: nima kuchi
    Time Stamp: ('3',), Annotation: mashnan
    Time Stamp: ('3',), Annotation: chay tian aaa cuy kunu chaykunapash
    Time Stamp: ('4',), Annotation: a ya
    Time Stamp: ('4',), Annotation: kikinkuna kay ukupi jatungichij
    Time Stamp: ('4',), Annotation: kaypi wakaychinki nachu kaykunata
    Time Stamp: ('4',), Annotation: AA sumak chumbi
    Time Stamp: ('25',), Annotation: aaa este
    Time Stamp: ('25',), Annotation: warmikunapa chumbi churanki ari
    Time Stamp: ('25',), Annotation: ima cada martes
    Time Stamp: ('25',), Annotation: y shuk feriakunaman rinkichi o kay kaypilla
    Time Stamp: ('25',), Annotation: A  tukuy
    Time Stamp: ('25',), Annotation: ima punlla tian feriakuna
    Time Stamp: ('25',), Annotation: jueves saquisilipi nachu viernes maypi tian
    Time Stamp: ('29',), Annotation: latacungapi
    Time Stamp: ('29',), Annotation: mmm martes martes kaypi miercoleska maypi saquisili kuti juevespash tian
    Time Stamp: ('30',), Annotation: ari
    Time Stamp: ('30',), Annotation: sabado punlla sumbawata rinayachinkichik
    Time Stamp: ('30',), Annotation: ari chaypi chaypi chay jila lomata traguta jatunayachin rikushpa
    Time Stamp: ('30',), Annotation: ñukapash chayman rishkani
    Time Stamp: ('30',), Annotation: ari chaypi feria tukurikpichu
    Time Stamp: ('30',), Annotation: ari y chaypika chuchilanka domingo nachu ima punllachari
    Time Stamp: ('30',), Annotation: dominguchu ari  mm
    Time Stamp: ('35',), Annotation: aa ari shina machashpa nachu
    Time Stamp: ('35',), Annotation: kay churanakuna maymanda apamunki
    Time Stamp: ('35',), Annotation: ambatomanda
    Time Stamp: ('35',), Annotation: Y kikin rinkichu chayman kawsankapak ari
    Time Stamp: ('35',), Annotation: mashna viaje killapi ringi
    Time Stamp: ('35',), Annotation: cada semana rinki ari
    Time Stamp: ('35',), Annotation: ambatoman chaypi ashtawan barato alli churakuna kan chaypi
    Time Stamp: ('35',), Annotation: None
    Time Stamp: ('35',), Annotation: ari
    Time Stamp: ('36',), Annotation: ya
    Time Stamp: ('36',), Annotation: estados unidosmanda kani ari shinaka quitupi kawsani ari
    Time Stamp: ('237',), Annotation: caru caru kan pero
    Time Stamp: ('40',), Annotation: a ya
    Time Stamp: ('40',), Annotation: chayta tarpunkichi kaypi oka melloco brocoli
    Time Stamp: ('40',), Annotation: cebolla coles
    Time Stamp: ('40',), Annotation: jatun jatun feria nachu chaypi aja
    Time Stamp: ('40',), Annotation: ima imapi llukshin carrupi buspi o camionpi
    Time Stamp: ('40',), Annotation: buseta kaymanda llukshin aa ya
    Time Stamp: ('40',), Annotation: ari
    Time Stamp: ('41',), Annotation: sumak
    Time Stamp: ('239',), Annotation: aaa imatak ashtawan parlashunchi
    Time Stamp: ('41',), Annotation: yakuta shina riekuman
    Time Stamp: ('41',), Annotation: Y kunan tian riekupak wasin wasin rishpa
    Time Stamp: ('41',), Annotation: sumak ari
    Time Stamp: ('41',), Annotation: maymanta apamun chaytaka
    Time Stamp: ('41',), Annotation: kucha tianchu
    Time Stamp: ('42',), Annotation: chay kilon kuchachu o shuk
    Time Stamp: ('42',), Annotation: ima shuti
    Time Stamp: ('42',), Annotation: organo
    Time Stamp: ('42',), Annotation: si
    Time Stamp: ('57',), Annotation: pero kunan ña yakuta yakuwan ashtawan ali kankichik
    Time Stamp: ('57',), Annotation: wawa yakuta
    Time Stamp: ('57',), Annotation: kunan yaku churashka nin
    Time Stamp: ('58',), Annotation: ima shina nirkanki chay wawakuna mana saludana yachanchu nirkanki
    Time Stamp: ('61',), Annotation: ima shina kay sectorpi ima shina saludana kan
    Time Stamp: ('61',), Annotation: kankichik mayorkuna pura shina saludashpa
    Time Stamp: ('61',), Annotation: tio tia nishpa
  Tier Type: mb, Annotations Count: 82
    Time Stamp: ('',), Annotation: pero kutin ima ima shuti kan kay llakta
    Time Stamp: ('',), Annotation: jatun yana urku ah
    Time Stamp: ('',), Annotation: kay-manda kay ladu-pi kawsa-nki-chi
    Time Stamp: ('',), Annotation: ah ya
    Time Stamp: ('1',), Annotation: shuti-kuna-ta tapu-sha ima shuti ka-nki
    Time Stamp: ('1',), Annotation: mashna wata-tak chari-nki
    Time Stamp: ('1',), Annotation: aah kikin ima shuti ka-nki
    Time Stamp: ('1',), Annotation: aaa mashna wata-tak chari-nki
    Time Stamp: ('1',), Annotation: igualito mashna ni-nki chari-ni
    Time Stamp: ('1',), Annotation: setenta y cinco
    Time Stamp: ('1',), Annotation: setenta y siete ah ya ima shuti ka-nki
    Time Stamp: ('1',), Annotation: ee mashna wata-tak chari-nki
    Time Stamp: ('1',), Annotation: setenta y dos ya ñuka-pa shuti kan simeon ee bueno kay llakta-kuna-pi puri-ni shina registro de kichwa rura-shpa na-chu
    Time Stamp: ('1',), Annotation: kay-pi ima tia-n kay-pi chay-lla-chu
    Time Stamp: ('2',), Annotation: aaa
    Time Stamp: ('2',), Annotation: mmm
    Time Stamp: ('2',), Annotation: chay entonces chay kikin-kuna chay amo-kuna-pak llama-kuna michi-na karka-nkichik
    Time Stamp: ('2',), Annotation: aaah oveje-ro-chu
    Time Stamp: ('2',), Annotation: may-pi-ta karka chay amo
    Time Stamp: ('24',), Annotation: cierto
    Time Stamp: ('2',), Annotation: aaah pero kikin-kuna
    Time Stamp: ('2',), Annotation: ima wata ima ima mashna wata chari-rka-nki-chi
    Time Stamp: ('3',), Annotation: a ya shina
    Time Stamp: ('3',), Annotation: como kunan gradio-chu  karka
    Time Stamp: ('3',), Annotation: aaa entonces chay
    Time Stamp: ('3',), Annotation: ima-shpa shina-ngichik kay-pi aa tarpu-na o wakra
    Time Stamp: ('3',), Annotation: kay-pi tuta-manda animal-ta feria tia-rka-chu tuta-manda kunan punlla tia-rka animal feria
    Time Stamp: ('3',), Annotation: runa llama-pash
    Time Stamp: ('3',), Annotation: na tia-n-chu kay-pi
    Time Stamp: ('3',), Annotation: nima kuchi
    Time Stamp: ('3',), Annotation: mashna-n
    Time Stamp: ('3',), Annotation: chay tia-n aaa cuy kunu chay-kuna-pash
    Time Stamp: ('4',), Annotation: a ya
    Time Stamp: ('4',), Annotation: kikin-kuna kay uku-pi jatu-ngichij
    Time Stamp: ('4',), Annotation: kay-pi wakaychi-nki na-chu  kay-kuna-ta
    Time Stamp: ('4',), Annotation: aaa sumak chumbi
    Time Stamp: ('25',), Annotation: aa este
    Time Stamp: ('25',), Annotation: warmi-kuna-pa chumbi chura-nki ari
    Time Stamp: ('25',), Annotation: ima cada martes
    Time Stamp: ('25',), Annotation: y shuk feria-kuna-man ri-nki-chi o kay kay-pi-lla
    Time Stamp: ('25',), Annotation: a tukuy
    Time Stamp: ('25',), Annotation: ima punlla tia-n feria-kuna
    Time Stamp: ('25',), Annotation: jueves saquisili-pi na-chu viernes may-pi tia-n
    Time Stamp: ('29',), Annotation: latacunga-pi
    Time Stamp: ('29',), Annotation: mm martes martes kay-pi miercoles-ka may-pi saquisili kuti  jueves-pash tia-n
    Time Stamp: ('30',), Annotation: ari
    Time Stamp: ('30',), Annotation: sabado punlla sumbawa-ta ri-na-ya-chi-nkichik
    Time Stamp: ('30',), Annotation: ari chay-pi chay-pi chay jila loma-ta tragu-ta jatu-na-ya-chi-n riku-shpa
    Time Stamp: ('30',), Annotation: ñuka-pash chay-man ri-shka-ni
    Time Stamp: ('30',), Annotation: ari chay-pi feria tukuri-kpi-chu
    Time Stamp: ('30',), Annotation: ari y chay-pi-ka chuchilanka domingo na-chu ima punlla-cha-ri
    Time Stamp: ('30',), Annotation: domingu-chu ari mm
    Time Stamp: ('35',), Annotation: aa ari shina macha-shpa na-chu
    Time Stamp: ('35',), Annotation: kay chura-na-kuna-may-manda apamu-nki
    Time Stamp: ('35',), Annotation: ambato-manda
    Time Stamp: ('35',), Annotation: y kikin ri-nki-chu chay-man kawsa-nka-pak ari
    Time Stamp: ('35',), Annotation: mashna viaje killa-pi ri-ngi
    Time Stamp: ('35',), Annotation: cada semana ri-nki ari
    Time Stamp: ('35',), Annotation: ambato-man chay-pi  ashta-wan barato alli chura-kuna kan chay-pi
    Time Stamp: ('35',), Annotation: ari
    Time Stamp: ('36',), Annotation: ya
    Time Stamp: ('36',), Annotation: estados unidos-manda kani ari  shina-ka quitu-pi kawsa-ni ari
    Time Stamp: ('237',), Annotation: caru caru kan pero
    Time Stamp: ('40',), Annotation: a ya
    Time Stamp: ('40',), Annotation: chay-ta tarpu-nki-chi kay-pi oka melloco brocoli
    Time Stamp: ('40',), Annotation: cebolla coles
    Time Stamp: ('40',), Annotation: jatun jatun feria na-chu chay-pi aja
    Time Stamp: ('40',), Annotation: ima ima-pi llukshi-n carru-pi bus-pi o camion-pi
    Time Stamp: ('40',), Annotation: buseta kay-manda llukshi-n aa ya
    Time Stamp: ('40',), Annotation: ari
    Time Stamp: ('41',), Annotation: sumak
    Time Stamp: ('239',), Annotation: aaa ima-tak ashta-wan parla-shun-chi
    Time Stamp: ('41',), Annotation: yaku-ta shina rieku-man
    Time Stamp: ('41',), Annotation: y kunan tia-n rieku-pak wasi-n-wasi-n ri-shpa
    Time Stamp: ('41',), Annotation: sumak ari
    Time Stamp: ('41',), Annotation: may-man-ta apamu-n chay-ta-ka
    Time Stamp: ('41',), Annotation: kucha tia-n-chu
    Time Stamp: ('42',), Annotation: chay kilon kucha-chu o shuk
    Time Stamp: ('42',), Annotation: ima shuti
    Time Stamp: ('42',), Annotation: organo
    Time Stamp: ('42',), Annotation: None
    Time Stamp: ('42',), Annotation: ari
  Tier Type: gl, Annotations Count: 79
    Time Stamp: ('172',), Annotation: pero otra.vez  que que nombre es este pueblo
    Time Stamp: ('173',), Annotation: grande negro montaña ah
    Time Stamp: ('173',), Annotation: este-ABL este lado-LOC vivir-2-CAUS
    Time Stamp: ('173',), Annotation: nombre-PL-AC preguntar-1FUT 	que nombre es-2
    Time Stamp: ('174',), Annotation: cuanto año-INT,Q tener-2
    Time Stamp: ('174',), Annotation: aah usted que nombre es-2
    Time Stamp: ('174',), Annotation: aah cuanto año-INT,Q tener-2
    Time Stamp: ('175',), Annotation: igualito cuanto dice-2 tener-1
    Time Stamp: ('175',), Annotation: setenta y cinco
    Time Stamp: ('175',), Annotation: setenta y siete ah ya que nombre es-2
    Time Stamp: ('176',), Annotation: eee cuanto año-INT,Q tener-2
    Time Stamp: ('176',), Annotation: setenta y dos ya yo-POS nombre es Simeon eee bueno este pueblo-PL-LOC andar-1 asi  registro de kichwa hacer-SR no.cierto-NEG,Q
    Time Stamp: ('176',), Annotation: este-LOC que hay-3 este -LOC eso-LIM-NEG,Q
    Time Stamp: ('176',), Annotation: aaaa
    Time Stamp: ('237',), Annotation: mmmm
    Time Stamp: ('177',), Annotation: ese entonces chay usted-PL ese amo-PL-POS oveja-PL pastar-NMLZ era-2PL
    Time Stamp: ('177',), Annotation: aaah oveja-ro-NEG,Q
    Time Stamp: ('177',), Annotation: donde-LOC-INT,Q era ese amo
    Time Stamp: ('178',), Annotation: cierto
