Speaker: señor con gorra
  Tier Type: po, Annotations Count: 110
    Time Stamp: ("'ts129'", "'ts130'"), Annotation: jipaman paicunata juchachisha canguna nicpi ñuca shina tucurcani nish
    Time Stamp: ("'ts131'", "'ts132'"), Annotation: facilta shamusha  chaicunatami ñuca pensacushcani ima que tal ñucapa yuyashca quiquimbucpi ricurin
    Time Stamp: ("'ts155'", "'ts156'"), Annotation: ari papitu chaimanda ñuca tapush cuti tapush
    Time Stamp: ("'ts157'", "'ts158'"), Annotation: y mashnacunaca quin mashna  mashata  charingui papitu
    Time Stamp: ("'ts160'", "'ts162'"), Annotation:  haa ya
    Time Stamp: ("'ts164'", "'ts166'"), Annotation:                                                                                                           ya
    Time Stamp: ("'ts168'", "'ts170'"), Annotation: paicunapuc  compañera warmihuacunaca quiquimbac jachun huacunaca
    Time Stamp: ("'ts171'", "'ts173'"), Annotation: criccunalla shamurca o catolicocuna  cuti chasquirish shina tucurca
    Time Stamp: ("'ts197'", "'ts198'"), Annotation: ari cutic chaipi shuc tapui o shuc ni ñucupuc
    Time Stamp: ("'ts199'", "'ts200'"), Annotation: nachu, cutic cric pura casarasha yuyashun ñucunchi pero catolico
    Time Stamp: ("'ts201'", "'ts202'"), Annotation: pura ñuca casarash yuyash  pero  nachu distino de Dios nish nachu Dios ima push distinan nachu huañuy
    Time Stamp: ("'ts203'", "'ts204'"), Annotation: pucpish casaray pucpish  padrino tucui pucpish
    Time Stamp: ("'ts205'", "'ts206'"), Annotation: achitayta tucullumbish  Dios bendician nin  nallu huaquimbi shina gashcada shinata sintinshun  o shinata sintingui papitu
    Time Stamp: ("'ts207'", "'ts209'"), Annotation: None
    Time Stamp: ("'ts231'", "'ts232'"), Annotation: ha ya bueno tiangami shina cuti shuc ginticuna mana
    Time Stamp: ("'ts233'", "'ts234'"), Annotation: humapi asentashpa pensashpa chaica tiangami
    Time Stamp: ("'ts235'", "'ts236'"), Annotation: ñuca parlajuni  ñuca cani catolico ñuca warmi can cric nishpa
    Time Stamp: ("'ts237'", "'ts238'"), Annotation: cunun caigaman ocho añosmi canchi ñucunchi casado canchi ocho años
    Time Stamp: ("'ts239'", "'ts241'"), Annotation: pero ari tianmi fiti ucuta
    Time Stamp: ("'ts243'", "'ts245'"), Annotation: resbalo tianmi pero fiti mana genteman mana ricuchinchi ñucunchi ni suedroman
    Time Stamp: ("'ts247'", "'ts248'"), Annotation: ni peor cuñaducunaman nima ashata ninchi vea mana shinachu
    Time Stamp: ("'ts249'", "'ts250'"), Annotation: cashna rrurashun cashana causana canchi gente murmurangami
    Time Stamp: ("'ts251'", "'ts252'"), Annotation: chaycunata cuti analizanapish tianmi chibi cuti
    Time Stamp: ("'ts253'", "'ts254'"), Annotation: ñuca creo que cuti adrede cuti Diosta burlasha nisha  canga cric cangui  candaca  burlasha nisha chayta nishca
    Time Stamp: ("'ts255'", "'ts256'"), Annotation: tiangami chaish
    Time Stamp: ("'ts257'", "'ts259'"), Annotation:                                                                                                   ari
    Time Stamp: ("'ts294'", "'ts296'"), Annotation: ari papitu shina ya chaigaman caibi derepente conferencia china
    Time Stamp: ("'ts298'", "'ts300'"), Annotation: caycunaman rurrashcanguichichu tandanajui, ima casamiento
    Time Stamp: ("'ts302'", "'ts304'"), Annotation: wawa mingay chaycunapiga caypi ga
    Time Stamp: ("'ts306'", "'ts308'"), Annotation: cutin shuc laducunapi ñuca ricushcani
    Time Stamp: ("'ts310'", "'ts312'"), Annotation: padrino de bautizo japishpa wawatapish mingachin shinalaticchu caladupipash can
    Time Stamp: ("'ts314'", "'ts316'"), Annotation: pero ñuca ricuibi chaysh ima mal na ricurinllu chaysh
    Time Stamp: ("'ts343'", "'ts345'"), Annotation: han ya
    Time Stamp: ("'ts347'", "'ts348'"), Annotation: quiquinga desde wawachu cric carcangui
    Time Stamp: ("'ts349'", "'ts350'"), Annotation: o casarashcamanda cric tucushca garcangui
    Time Stamp: ("'ts401'", "'ts402'"), Annotation: alli alli papitu may sumac chayga may sumac mi can
    Time Stamp: ("'ts403'", "'ts404'"), Annotation: y cuti nachu solteropiga quiquinga maybish amigocunahuan tantanajushpa jayac yacuta ufiashcangi
    Time Stamp: ("'ts421'", "'ts422'"), Annotation: may sumac may sumac chay alli
    Time Stamp: ("'ts423'", "'ts424'"), Annotation: y cay Chilla chico  nachu cai Chilla chicopiga mayoria chu
    Time Stamp: ("'ts425'", "'ts426'"), Annotation: cric can o catolicocunaash tianllu
    Time Stamp: ("'ts457'", "'ts458'"), Annotation: ari shina ñuca uyashcani chay na  chilla grandepi
    Time Stamp: ("'ts459'", "'ts460'"), Annotation: shamuycani shuc catolicopa huasipi yaicurcani chayarcani chaypi tapucpi paigunaga
    Time Stamp: ("'ts461'", "'ts462'"), Annotation: bien bonituta parlarca buien organice evangelio tiacpi
    Time Stamp: ("'ts463'", "'ts464'"), Annotation: vangelio tiac chay tandanajuy conferenciata rracpi
    Time Stamp: ("'ts465'", "'ts466'"), Annotation: paicunapish ishta colaborarinchi
    Time Stamp: ("'ts467'", "'ts468'"), Annotation: tambien shinallata fiesta algo casamiento matrimonio yo que se
    Time Stamp: ("'ts469'", "'ts470'"), Annotation: bautizo chaycuna rracpi
    Time Stamp: ("'ts471'", "'ts472'"), Annotation: paicuna shinalatic shamun y respetanchi cadasulado nishpa  parlarca
    Time Stamp: ("'ts473'", "'ts474'"), Annotation: chinaca caipiga nachu tishca o tishca
    Time Stamp: ("'ts497'", "'ts498'"), Annotation: eso chayga  paicuna  ña chayta  na uyashpa ña gakpi imata rurranguichi por que
    Time Stamp: ("'ts499'", "'ts500'"), Annotation: shuc shamuy funlla nachu bibliapipash parlan expicashpapash nin
    Time Stamp: ("'ts501'", "'ts502'"), Annotation: nachu, ishtata rendir la cuenta nin chaypimi ricuchina nin nacho.  chaypimi cutin
    Time Stamp: ("'ts503'", "'ts504'"), Annotation: paguna  ña yuyaringa mashna arrepinticpish
    Time Stamp: ("'ts505'", "'ts506'"), Annotation: chaypi  mana perdon tianga mas ñuca catircanimi risha nircanimi ratuta purircanimi  nicpish
    Time Stamp: ("'ts507'", "'ts508'"), Annotation: china nishgada ña bibliapi partepillan pastorcuna explicashcadavish ñuca rishpa uyashcani nachu
    Time Stamp: ("'ts523'", "'ts524'"), Annotation: cuti caibiga caimunda pastorchu tian o shuk ladomanda  pastor shamun
    Time Stamp: ("'ts526'", "'ts527'"), Annotation: ima shuti chay pastor
    Time Stamp: ("'ts530'", "'ts532'"), Annotation:  Jose Guasti
    Time Stamp: ("'ts533'", "'ts534'"), Annotation: caymandachu can , por que payta ñuca uyashcani pastor Josè Guasti rish
    Time Stamp: ("'ts535'", "'ts536'"), Annotation: de masta predican nishcata uyashcani o shuc Jose Guasti tianga
    Time Stamp: ("'ts543'", "'ts544'"), Annotation: ha ya ya  shinaca pailatami canga paillatami canga ari shina
    Time Stamp: ("'ts545'", "'ts546'"), Annotation: y chay cuti shuc tema cambiash cuti chaybi alli chaytapash intindinimi alli
    Time Stamp: ("'ts547'", "'ts548'"), Annotation: cuti shuc temacunata cambiash  cuti
    Time Stamp: ("'ts549'", "'ts550'"), Annotation: caimunga ima productucuna tian cay watacuna ima quillacuna tarpuna tucun
    Time Stamp: ("'ts551'", "'ts552'"), Annotation: caimunga ima produccionguna mas cun
    Time Stamp: ("'ts553'", "'ts554'"), Annotation: carreteroca cai ñanga ña tiempumunda dicho  tiashca can o
    Time Stamp: ("'ts555'", "'ts556'"), Annotation: resien llucshishca
    Time Stamp: ("'ts573'", "'ts575'"), Annotation: None
    Time Stamp: ("'ts601'", "'ts602'"), Annotation: alimi allimi shinaga caiman mas producto casi ishtata cobran
    Time Stamp: ("'ts604'", "'ts606'"), Annotation: ishta granuta Dios  caran
    Time Stamp: ("'ts619'", "'ts620'"), Annotation: y  yacu micunapak yacutaga charingichichu
    Time Stamp: ("'ts630'", "'ts633'"), Annotation: paila huaycuga na chu nishca can chay jahua chay, riksinimichayta
    Time Stamp: ("'ts637'", "'ts639'"), Annotation: shinaka agua de riegoma chaygunata na charinguichi
    Time Stamp: ("'ts641'", "'ts642'"), Annotation: ya chaycunata tiempocama Dios cumbidangami quiquinguna Diosta confiacpi
    Time Stamp: ("'ts643'", "'ts645'"), Annotation: ricuringami ima tiempogaman
    Time Stamp: ("'ts659'", "'ts660'"), Annotation: han ya chinaca tiempoga funduta ricsishcangui
    Time Stamp: ("'ts677'", "'ts678'"), Annotation: tiempocunaca  fiña tayta fiña mama
    Time Stamp: ("'ts697'", "'ts698'"), Annotation: ya ........ari cuti shuc tapuy caibi cuti
    Time Stamp: ("'ts699'", "'ts700'"), Annotation: catiquista chaycuna cuti ima fiestatic competencia shinash rurrin caipiga
    Time Stamp: ("'ts709'", "'ts710'"), Annotation: ima shutic virgenta  na chu uyashcangi santo virgen cashcada
    Time Stamp: ("'ts739'", "'ts740'"), Annotation: ari, ari shinami tian shinami tianchi tucui llactapi tucui sectorpi  shina
    Time Stamp: ("'ts741'", "'ts742'"), Annotation: waquimbi cricunata murmurajunchi o crikcuna catolicucunata murmuranagun shinan
    Time Stamp: ("'ts743'", "'ts744'"), Annotation: pero ñuca yuyaypi igual cashpa  cashpa chari alli canchiman
    Time Stamp: ("'ts745'", "'ts746'"), Annotation: igualito rishpa , ima llaquicuna uyaricpish
    Time Stamp: ("'ts747'", "'ts748'"), Annotation: cashna shina tandalla cucui cashpa chari alli canchiman
  Tier Type: dt, Annotations Count: 104
    Time Stamp: ('',), Annotation: ya ya ya
    Time Stamp: ('',), Annotation: ñachu kanchi ya este mashna wata vangelio kanki papitu
    Time Stamp: ('1',), Annotation: ya   ari ari papitu
    Time Stamp: ('5',), Annotation: ali papitu alimi Diosta katinaka mana ima malchu kan
    Time Stamp: ('6',), Annotation: y alimi kan bueno chay kunan tiempokuna ashta mas fácil kri tukuna tiakpi manllanchi nachu
    Time Stamp: ('6',), Annotation: hintita manllanchik mejor Diosta na manllanchik
    Time Stamp: ('6',), Annotation: hintita manllanchik wakinpi kri tukunata mana munanchi wakinpika
    Time Stamp: ('7',), Annotation: kri tukuna nihushpapash kutin washaman rinchi chaytaka diablo chayta rahun nachu
    Time Stamp: ('7',), Annotation: papitu
    Time Stamp: ('10',), Annotation: ari shinami kutin wakinkunaka
    Time Stamp: ('10',), Annotation: shina mana persecusionkunata aparishpa tiempokuna shina mana kashpaka iglesiamun
    Time Stamp: ('10',), Annotation: chayan kuti faciltash vueltamun kutin munduman rinahun
    Time Stamp: ('10',), Annotation: chaykunawan kutin mana kuentata kuy tukurin
    Time Stamp: ('11',), Annotation: Dios kay pachapi bajo pide castigukunata kachaukpish mana cuenta kunchi nachu ñukanchikama mana cuenta kunchi mana chayta
    Time Stamp: ('11',), Annotation: ñukanchi Diosta ashkata burlanahunchi chaykunamantami ñuka
    Time Stamp: ('11',), Annotation: ari ñuka kani católico ñuka warmimi kan krik
    Time Stamp: ('11',), Annotation: pero ñuka puntakunata upiashpa purishkani pero mucha medida
    Time Stamp: ('12',), Annotation: kaymantaka ña sakishkani ya como seis meses por ahita ñana upiani
    Time Stamp: ('12',), Annotation: yana chay hayak yakukunaman rini ñuka rikuhuni ñuka sapa waikunkapa mana
    Time Stamp: ('12',), Annotation: ñuka warmi esfuerzo haku nishka rinkapak sino que ñuka sapa yaikushpaka podena kani
    Time Stamp: ('12',), Annotation: kutish na sapa yaikushllu ninkallari ñuka suegro krik kan ninkallari
    Time Stamp: ('12',), Annotation: masha krik tukui haku o ñuka warmi ninkallari kriktukui haku nikpi
    Time Stamp: ('13',), Annotation: hipaman paykunata huchachisha kankuna nikpi ñuka shina tukurkani nisha
    Time Stamp: ('13',), Annotation: facilta shamusha chaykunatami ñuka pensahuskani ima que tal ñukapa yuyashka kikinpapik rikurin
    Time Stamp: ('15',), Annotation: ari papitu chaymanta ñuka tapusha kuti tapusha
    Time Stamp: ('15',), Annotation: y mashakunaka kin mashna mashata charinki papitu
    Time Stamp: ('16',), Annotation: aa ya
    Time Stamp: ('16',), Annotation: ya
    Time Stamp: ('17',), Annotation: paykunapak compañera warmikunaka kikinpak hachun wawakunaka
    Time Stamp: ('17',), Annotation: krikuna shamurka o catolicokuna kuti chaskirirka shina tukurka
    Time Stamp: ('19',), Annotation: ari kutik chaypi shuk tapuy o shuk ni ñukapak
    Time Stamp: ('19',), Annotation: nachu kutik krikpura casarasha yuyashun ñukanchi pero catolico
    Time Stamp: ('20',), Annotation: pura ñuka casarasha yuyasha pero nachu destino de Dios nisha nachu Dios imapash destinan nachu wañuy
    Time Stamp: ('20',), Annotation: pipash casaraypipash padrino tukuypipash
    Time Stamp: ('20',), Annotation: achitayta tukuchunpash Dios bendician nin nachu wakinpi shina kashkata shinata sintishun o shinata sintinki papitu
    Time Stamp: ('23',), Annotation: a ya bueno tiankami shina kuti shuk hintikuna mana
    Time Stamp: ('23',), Annotation: umapi asentashpa pensashpa chayka tiankami
    Time Stamp: ('23',), Annotation: ñuka parlakuni ñuka kani catolico ñuka warmi kan krik nishpa
    Time Stamp: ('23',), Annotation: kunan kaykaman ocho añosmi kanchi ñukanchi casado kanchi ocho años
    Time Stamp: ('24',), Annotation: pero ari tianmi piti ukuta
    Time Stamp: ('24',), Annotation: resbalon tianmi pero piti mana genteman mana rikuchinchi ñukanchi ni suegroman
    Time Stamp: ('24',), Annotation: ni peor cuñadukunaman nima ashata ninchi vea mana shinachu
    Time Stamp: ('25',), Annotation: kashna rurashun kashna kawsana kanchi gente murmurankami
    Time Stamp: ('25',), Annotation: chaykunata kuti analizanapash tianmi chaymi kuti
    Time Stamp: ('25',), Annotation: ñuka creo que kuti adrede kuti Diosta burlasha nisha kanka krik kanki kantaka burlasha nisha chayta nishka
    Time Stamp: ('25',), Annotation: tiankami chay
    Time Stamp: ('30',), Annotation: ari papitu shina ya chaykaman kaipi de repente conferencia shina
    Time Stamp: ('30',), Annotation: kay kunaman rurrashkankichichu tantanakuy ima casamiento
    Time Stamp: ('31',), Annotation: wawa minkay chaykunapika kaypika
    Time Stamp: ('31',), Annotation: kuti shuk ladukunapi ñuka rikushkani
    Time Stamp: ('31',), Annotation: padrino de bautizo hapishpa wawatapash minkachin shinallatachu kay  ladupipash kan
    Time Stamp: ('30',), Annotation: pero ñuka rikuypi chaysh ima mal na rikurinllu chaysh
    Time Stamp: ('34',), Annotation: a ya ari ari
    Time Stamp: ('34',), Annotation: kikinka desde wawachu krik karkanki
    Time Stamp: ('35',), Annotation: o casarashkamanta krik tukushka karkanki
    Time Stamp: ('40',), Annotation: ali ali papitu may sumak chayka may sumakmi kan
    Time Stamp: ('40',), Annotation: y kuti nachu solteropika kikinka maypipash amigokunawan tantanahuspa hayak yakuta upiashkanki
    Time Stamp: ('42',), Annotation: may sumak may sumak chay ali
    Time Stamp: ('42',), Annotation: y kay Chilla chico nachu kay Chilla chikupika mayoriachu
    Time Stamp: ('42',), Annotation: cri kan o catolicokunapash tianllu
    Time Stamp: ('45',), Annotation: ari shina ñuka uyashkani chay na Chilla grandepi
    Time Stamp: ('45',), Annotation: shamurkani shuk catolicopa wasipi waykurkani chayarkani chaypi tapukpi paykunaka
    Time Stamp: ('46',), Annotation: bien bonito parlarka bien organiza evangeliio tiakpi
    Time Stamp: ('46',), Annotation: vangeliio tiak chay tantanakuy conferenciata rakpi
    Time Stamp: ('46',), Annotation: paykunapash ishta colaborarinchi
    Time Stamp: ('46',), Annotation: tambien shinallata fiesta algo casamiento matrimonio yo que se
    Time Stamp: ('46',), Annotation: bautizo chaykuna rakpi
    Time Stamp: ('47',), Annotation: paykuna shina laduta shamuy y respetanchi cada su lado nishpa parlarka
    Time Stamp: ('47',), Annotation: shinaka kaypika nachu tiashka o tiahka
    Time Stamp: ('49',), Annotation: eso chayka paykuna ña chayta na uyashpa ña kakpi imata rurrankichi por que
    Time Stamp: ('49',), Annotation: shuk shamuy punlla nachu bibliapipash parlan explicashpapash nin
    Time Stamp: ('50',), Annotation: nachu ishtata rendir la cuenta nin chaypimi rikuchina nin nachu chaypimi kutin
    Time Stamp: ('50',), Annotation: paykuna ña yuyarinka mashna arrepintikpish
    Time Stamp: ('50',), Annotation: chaypi mana perdon tianka mas ñuka katirkanimi nisha rirkanimi ratuta purirkanimi nikpish
    Time Stamp: ('50',), Annotation: shina nishkata ña bibliapi partepillan pastorkuna explicash cada vez ñuka rishpa uyashkani nachu
    Time Stamp: ('52',), Annotation: kuti kaypika kaymunta pastorchu tian o shuk  ladomanta pastor shamun
    Time Stamp: ('52',), Annotation: ima shuti chay pastor
    Time Stamp: ('53',), Annotation: José Guasti
    Time Stamp: ('53',), Annotation: kaymantachu kan porque payta ñuka uyashkani pastor José Guasti nish
    Time Stamp: ('53',), Annotation: demásta predican nishkata uyashkani o shuk José Guasti tian
    Time Stamp: ('54',), Annotation: ha ya ya shinaca payllatami kanka payllatami kanka ari shina
    Time Stamp: ('54',), Annotation: y chay kuti shuk tema cambiash kuti chaypi alli chaytapash intindinimi alli
    Time Stamp: ('54',), Annotation: kuti shuk temakunata cambiash kuti
    Time Stamp: ('54',), Annotation: kaymanka ima productukuna tian kay watakuna ima killakuna tarpuna tukun
    Time Stamp: ('55',), Annotation: kaymanka ima produccionkuna mas kun
    Time Stamp: ('55',), Annotation: carreteroka kay ñanka ña tiempomanta dicho tiashka kan o
    Time Stamp: ('55',), Annotation: recien llukchishka
    Time Stamp: ('60',), Annotation: alimi alimi shinaka kayman mas producto casi ashtaka cobran
    Time Stamp: ('60',), Annotation: ashta granuta Dios karan
    Time Stamp: ('61',), Annotation: y yaku mikunkapak yakutaka charinkichichu
    Time Stamp: ('62',), Annotation: paila waykuka nachu nishka kan chay hawa chay riksinimi chayta
    Time Stamp: ('63',), Annotation: shinaka agua de riegoma chaykunata na charinkichi
    Time Stamp: ('63',), Annotation: ya chaykunata tiempokana Dios kumpitankami kikinkuna Diosta confiakpi
    Time Stamp: ('63',), Annotation: rikurinkami ima tiempokaman
    Time Stamp: ('65',), Annotation: ha ya shinaka tiempoka funduta riksishkanki
    Time Stamp: ('67',), Annotation: tiempukunaka phiña tayta phiña mama
    Time Stamp: ('69',), Annotation: ya ari kuti shuk tapuy kaypi kuti
    Time Stamp: ('69',), Annotation: catequista chaykuna kuti ima fiestatic competencia shinash rurran kaypika
    Time Stamp: ('70',), Annotation: ima shuti virgenta nachu uyashkanki santo virgen kashkata
    Time Stamp: ('73',), Annotation: ari ari shinami tian shinami tianchi tukuy llaktapi tukuy sectorpi shina
    Time Stamp: ('73',), Annotation: wakimpi crikunata murmuranahunchi o crickuna catolicokunata murmuranahun shina
    Time Stamp: ('73',), Annotation: pero ñuka yuyaypi igual kashpachari ali kanchiman
    Time Stamp: ('74',), Annotation: igualito rishpa ima llakikuna uyarikpish
    Time Stamp: ('74',), Annotation: kashna shina tantalla tukuy kashpachari ali kanchiman
  Tier Type: mb, Annotations Count: 46
    Time Stamp: ('',), Annotation: ya ya ya
    Time Stamp: ('',), Annotation: ñachu kanchi ya este mashna wata vangelio kan-ki papi-tu
    Time Stamp: ('1',), Annotation: ya ari papi-tu
    Time Stamp: ('5',), Annotation: ali papi-tu ali-mi Dios-ta kati-na-ka mana ima mal-chu kan
    Time Stamp: ('6',), Annotation: y ali-mi kan bueno chay kunan tiempo-kuna ashta mas fácil kri tu-kuna tiak-pi manlla-nchi nachu
    Time Stamp: ('6',), Annotation: hinti-ta manlla-nchik mejor Dios-ta na manlla-nchik
    Time Stamp: ('6',), Annotation: hinti-ta manlla-nchik wakin-pi kri tuku-na-ta mana muna-nchi wakin-pi-ka
    Time Stamp: ('7',), Annotation: kri tuku-na nihu-shpa-pash kutin washa-man rin-chi chay-ta-ka diablo chay-ta rahun nachu
    Time Stamp: ('7',), Annotation: papitu
    Time Stamp: ('10',), Annotation: ari shina-mi kutin wakin-kuna-ka
    Time Stamp: ('10',), Annotation: shina mana persecusion-kuna-ta apa-ri-shpa tiempo-kuna shina mana ka-shpa-ka iglesia-mun
    Time Stamp: ('10',), Annotation: chayan kuti facil-ta-sh vuelta-mun kutin mundu-man rina-hun
    Time Stamp: ('10',), Annotation: chay-kuna-wan kutin mana kuenta-ta kuy tuku-ri-n
    Time Stamp: ('11',), Annotation: Dios kay pacha-pi bajo pide castigu-kuna-ta kachahuk-pish mana cuenta kun-chi nachu ñuka-nchi-ka-ma mana cuenta ku-nchi mana chay-ta
    Time Stamp: ('11',), Annotation: ñuka-nchi Dios-ta ashka-ta burla-na-hun-chi chay-kuna-manta-mi ñuka
    Time Stamp: ('11',), Annotation: ari ñuka kani católico ñuka warmi-mi kan krik
    Time Stamp: ('11',), Annotation: pero ñuka punta-kuna-ta upia-shpa puri-shka-ni pero mucha medida
    Time Stamp: ('12',), Annotation: kay-man-ta-ka ña saki-shka-ni ya como seis meses por ahi-ta ñana upia-ni
    Time Stamp: ('12',), Annotation: yana chay hayak yaku-kuna-man ri-ni ñuka riku-hu-ni ñuka sapa waiku-nka-pa mana
    Time Stamp: ('12',), Annotation: ñuka warmi esfuerzo haku nishka rin-ka-pak sino que ñuka sapa yaiku-shpa-ka pode-na kani
    Time Stamp: ('12',), Annotation: kutish na sapa yaiku-sh-llu nin-ka-lla-ri ñuka suegro krik kan nin-ka-lla-ri
    Time Stamp: ('12',), Annotation: masha kri-k tukuy haku o ñuka warmi nin-ka-lla-ri kri-k tu-kuy haku nik-pi
    Time Stamp: ('13',), Annotation: hipa-man pay-kuna-ta huchachi-sha kan-kuna ni-k-pi ñuka shina tuku-rka-ni ni-sha
    Time Stamp: ('13',), Annotation: facil-ta shamu-sha chay-kuna-ta-mi ñuka pensa-hu-sh-ka-ni ima que tal ñuka-pa yuya-shka kikin-pa-pi-k rikuri-n
    Time Stamp: ('15',), Annotation: ari papi-tu chay-manta ñuka tapu-sha kuti tapu-sha
    Time Stamp: ('15',), Annotation: y masha-kuna-ka kin mashna masha-ta chari-nki papito
    Time Stamp: ('16',), Annotation: aa ya
    Time Stamp: ('16',), Annotation: ya
    Time Stamp: ('17',), Annotation: pay-kuna-pak compañera warmi-kuna-ka kikin-pak hachun wawa-kuna-ka
    Time Stamp: ('17',), Annotation: kri-kuna shamu-rka o catolico-kuna kuti chaski-ri-rka shina tuku-rka
    Time Stamp: ('19',), Annotation: ari kutik chay-pi shuk tapuy o shuk ni ñuka-pak
    Time Stamp: ('19',), Annotation: nachu kutik krik-pu-ra casara-sha yuya-shun ñuka-nchi pero catolico
    Time Stamp: ('20',), Annotation: pura ñuka casara-sha yuya-sha pero nachu destino de Dios ni-sha na-chu Dios ima-pash destinan nachu wañuy
    Time Stamp: ('20',), Annotation: pi-pash casara-y-pi-pash padrino tukuy-pi-pash
    Time Stamp: ('20',), Annotation: achitayta tuku-chun-pash Dios bendician nin nachu wakin-pi shina kashka-ta shina-ta sinti-shun o shina-ta sintin-ki papitu
    Time Stamp: ('23',), Annotation: a ya bueno tian-ka-mi shina kuti shuk hinti-kuna mana
    Time Stamp: ('23',), Annotation: uma-pi asenta-shpa pensa-shpa chay-ka tian-ka-mi
    Time Stamp: ('23',), Annotation: ñuka parla-ku-ni ñuka kani catolico ñuka warmi kan krik ni-shp
    Time Stamp: ('23',), Annotation: kunan kay-ka-man ocho años-mi ka-nchi ñuka-nchi casado kan-chi ocho años
    Time Stamp: ('24',), Annotation: pero ari tian-mi piti uku-ta
    Time Stamp: ('24',), Annotation: resbalon tian-mi pero piti mana gente-man mana riku-chi-nchi ñuka-nchi ni suegro-man
    Time Stamp: ('24',), Annotation: ni peor cuñadu-kuna-man nima ashata ni-nchi vea mana shina-chu
    Time Stamp: ('25',), Annotation: kashna rura-shun kashna kawsa-na kan-chi gente murmura-nka-mi
    Time Stamp: ('25',), Annotation: chay-kuna-ta kuti analiza-na-pash tian-mi chay-mi kuti
    Time Stamp: ('25',), Annotation: ñuka creo que kuti adrede kuti Dios-ta burla-sha nisha kanka krik ka-nki kanta-ka burla-sha nisha chay-ta ni-shka
    Time Stamp: ('25',), Annotation: tian-ka-mi chay
  Tier Type: gl, Annotations Count: 45
    Time Stamp: ('123',), Annotation: ya ya ya
    Time Stamp: ('121',), Annotation: ya estamos ya este cuantos años evangelio eres-2 papa-PRG
    Time Stamp: ('121',), Annotation: ya si papi-PRG
    Time Stamp: ('76',), Annotation: bien papito bien-AF.EV Dios-AC seguir-INF-Foc no nada mal-NEG es
    Time Stamp: ('77',), Annotation: y bien-AF.EV es bueno eso hoy tiempo-PL bastante mas fácil creer convertir haber-LOC temer-1PL verdad
    Time Stamp: ('79',), Annotation: gente-AC temor-1PL mejor Dios-AC no temor-1PL
    Time Stamp: ('79',), Annotation: gente-AC temor-1PL a veces-LOC creer convertir-INF-AC querer-1PL a veces-LOC-FOC
    Time Stamp: ('79',), Annotation: creer convertir-INF decir-SR-AD otra vez atrás-AL ir-CAUS eso-AC-FOC diablo eso-AC hacer verdad
    Time Stamp: ('79',), Annotation: papito
