Speaker: Mujer Joven
  Tier Type: po, Annotations Count: 195
    Time Stamp: ('ts245', 'ts249'), Annotation: Imati kunanga jawa lomamanga rijurkangui Mamitaka.
    Time Stamp: ('ts256', 'ts258'), Annotation: (...) llaktanrirkanguichu
    Time Stamp: ('ts261', 'ts262'), Annotation: Imata jatugrirkangui
    Time Stamp: ('ts267', 'ts269'), Annotation: saraka (...)chu
    Time Stamp: ('ts273', 'ts274'), Annotation: kay semanaka imash mashti granutaka tandanguich jatugringapaka.
    Time Stamp: ('ts277', 'ts279'), Annotation: papataka chayra chagrajunguichu mamitaka.
    Time Stamp: ('ts280', 'ts283'), Annotation: Maypi charingui
    Time Stamp: ('ts291', 'ts292'), Annotation: manchanayay jawa lomataka chirichari.
    Time Stamp: ('ts295', 'ts297'), Annotation: pita apagrisha ayudan mamitata
    Time Stamp: ('ts307', 'ts309'), Annotation: nachu kunanga mamitaka anllayangui
    Time Stamp: ('ts317', 'ts319'), Annotation: Nachu shamun tia finaka rikungapa.
    Time Stamp: ('ts323', 'ts324'), Annotation: Tia cuchitaka 
    Time Stamp: ('ts327', 'ts328'), Annotation: Imalika nach shamun
    Time Stamp: ('ts331', 'ts333'), Annotation: nachu ni pi rikungapa shamun mamitataka.
    Time Stamp: ('ts341', 'ts343'), Annotation: Temblur juevestutata pasan mamita maliskarkaguichu.
    Time Stamp: ('ts349', 'ts350'), Annotation: Diez de la noche temblor pasarka.
    Time Stamp: ('ts360', 'ts363'), Annotation: mm wata sintirkanguichu
    Time Stamp: ('ts370', 'ts372'), Annotation: allpa chukchurka
    Time Stamp: ('ts465', 'ts466'), Annotation: chaypi puntaka llama michik
    Time Stamp: ('ts467', 'ts469'), Annotation: ñukanchi uchila kasha tiyarkanchi
    Time Stamp: ('ts473', 'ts475'), Annotation: llamata kunanga na charin ñuka abuelawan chaypi kawsarkanchi
    Time Stamp: ('ts503', 'ts506'), Annotation: imamanta padre rumi shutichishka mama
    Time Stamp: ('ts523', 'ts525'), Annotation: Cura pasajukpi paylata churan nin chaymi padre rumi nin
    Time Stamp: ('ts527', 'ts528'), Annotation: padre curaata nin.
    Time Stamp: ('ts530', 'ts533'), Annotation: Iglesiapi padre tiyan chay pasajukpi
    Time Stamp: ('ts534', 'ts538'), Annotation: chaymi padre rumipamba nin
    Time Stamp: ('ts539', 'ts540'), Annotation: jatun rumi manchanayaymi muruwan
    Time Stamp: ('ts541', 'ts543'), Annotation: ñukash riksii chaytaka
    Time Stamp: ('ts545', 'ts546'), Annotation: Imawras punchata shamusha ringapa madrugadu shamusha ñan chayanchu chayma
    Time Stamp: ('ts547', 'ts548'), Annotation: ñuka riksini llama michi purirkani ñuka abuelapakpi chay pambakunami
    Time Stamp: ('ts551', 'ts552'), Annotation: ari
    Time Stamp: ('ts558', 'ts560'), Annotation: Shinallata kashna kunuk asha kashallata.
    Time Stamp: ('ts568', 'ts571'), Annotation: Ñukapa (...)persona
    Time Stamp: ('ts575', 'ts577'), Annotation: mas washa una wango nishka chaykaman rik karkanchi
    Time Stamp: ('ts585', 'ts586'), Annotation: na ima shina pastopamballa shitashka urku 
    Time Stamp: ('ts587', 'ts589'), Annotation: kiwa libre pish na imanay llamakuna.
    Time Stamp: ('ts591', 'ts592'), Annotation: ah
    Time Stamp: ('ts596', 'ts599'), Annotation: Jiwalla
    Time Stamp: ('ts601', 'ts602'), Annotation: karumanta vultamuncha
    Time Stamp: ('ts604', 'ts606'), Annotation: kuyayu apariska rina
    Time Stamp: ('ts607', 'ts608'), Annotation: madrugadu chaymanda ña kayuraskunaka vultamuna karka.
    Time Stamp: ('ts617', 'ts619'), Annotation: Ura candela fasupish 
    Time Stamp: ('ts635', 'ts636'), Annotation: kay urani waykilla rtiyan
    Time Stamp: ('ts637', 'ts638'), Annotation: ah ñuka abuelaka ashpa lindi
    Time Stamp: ('ts639', 'ts641'), Annotation: patukucham
    Time Stamp: ('ts642', 'ts644'), Annotation: tukuylla wasi shina foto tomana kan o  yaku tomana 
    Time Stamp: ('ts645', 'ts647'), Annotation: chay ukumanda yaku shutijun
    Time Stamp: ('ts668', 'ts671'), Annotation: na na tianchu nusi na riksinchichu
    Time Stamp: ('ts672', 'ts679'), Annotation: kay kampo
    Time Stamp: ('ts692', 'ts694'), Annotation: Ari ah
    Time Stamp: ('ts719', 'ts721'), Annotation: Diabluchi tiancha 
    Time Stamp: ('ts722', 'ts724'), Annotation: shina china nin urkupi china
    Time Stamp: ('ts725', 'ts726'), Annotation: tiyan cularawmi nishka tiyarka.
    Time Stamp: ('ts727', 'ts729'), Annotation: (...)apashka nirka 
    Time Stamp: ('ts739', 'ts740'), Annotation: diablu apashka nin
    Time Stamp: ('ts742', 'ts744'), Annotation: jatun chulu shamusha llamata kinchapash karuta tutayakta 
    Time Stamp: ('ts745', 'ts746'), Annotation: apasha rishka nin chay rumima.
    Time Stamp: ('ts749', 'ts752'), Annotation: mayallakta ñukanchi chaypi kawsarkanchi manchasha uchila wawakuna kashpa
    Time Stamp: ('ts753', 'ts757'), Annotation: uchila  uksha wasi
    Time Stamp: ('ts758', 'ts760'), Annotation: Kunanga cuidashash kiwa chaypi lo
    Time Stamp: ('ts761', 'ts763'), Annotation: llama wagra kuti(....)
    Time Stamp: ('ts765', 'ts767'), Annotation: kunan unay na rini imalayashi kan
    Time Stamp: ('ts769', 'ts770'), Annotation: Ñuka abuelapash ñna rin
    Time Stamp: ('ts771', 'ts773'), Annotation: chaywarkuna chaypi karka 
    Time Stamp: ('ts781', 'ts785'), Annotation: pasu kunga nin
    Time Stamp: ('ts806', 'ts809'), Annotation: na chayka chay urani ukuman karka
    Time Stamp: ('ts810', 'ts813'), Annotation: Candela Faso
    Time Stamp: ('ts816', 'ts820'), Annotation: (...)urkuwanmi
    Time Stamp: ('ts844', 'ts846'), Annotation: Na yachanichu nin ñuka abuila
    Time Stamp: ('ts847', 'ts848'), Annotation: ñuka difuntu abuilu yachankana.
    Time Stamp: ('ts861', 'ts867'), Annotation: na yachani nin ñuka abuela na yachan
    Time Stamp: ('ts873', 'ts875'), Annotation: kanchu tapusha ningui padrino
    Time Stamp: ('ts877', 'ts878'), Annotation: Ñuka abuelata kanchu parlachisha ningui o ñuka parlasha 
    Time Stamp: ('ts880', 'ts883'), Annotation: ah ya parlashunlla
    Time Stamp: ('ts889', 'ts890'), Annotation: kaypi ñuka abuela ashta kay escuelata 
    Time Stamp: ('ts891', 'ts894'), Annotation: ashpala kun 
    Time Stamp: ('ts895', 'ts899'), Annotation: ñukanchi allpami tiyan escuela
    Time Stamp: ('ts901', 'ts904'), Annotation: ari, plazuelaka ñuka abuela ashpapi
    Time Stamp: ('ts913', 'ts916'), Annotation: Ñuka abuelata na yachaktaka apasha
    Time Stamp: ('ts917', 'ts918'), Annotation: paylla churachinakunata na litrataka ñuka abuelaka
    Time Stamp: ('ts926', 'ts928'), Annotation: na shina chay nachu fundadur mulintimanda fundadur kanchi shina
    Time Stamp: ('ts929', 'ts931'), Annotation: shina apashkalla
    Time Stamp: ('ts962', 'ts965'), Annotation: ari shamuy kayman 
    Time Stamp: ('ts966', 'ts968'), Annotation: tiari 
    Time Stamp: ('ts977', 'ts981'), Annotation: ari
    Time Stamp: ('ts983', 'ts985'), Annotation: nachu bancupi tiaringui
    Time Stamp: ('ts990', 'ts992'), Annotation: na saludawan pay llukshisha
    Time Stamp: ('ts993', 'ts994'), Annotation: chayka uka kan 
    Time Stamp: ('ts995', 'ts1001'), Annotation: allihuma
    Time Stamp: ('ts1006', 'ts1010'), Annotation: kunan wataka uca granurkami 
    Time Stamp: ('ts1012', 'ts1015'), Annotation: sarun watapika tiyarka
    Time Stamp: ('ts1068', 'ts1071'), Annotation: tarichinkuna 
    Time Stamp: ('ts1077', 'ts1079'), Annotation: kilpakpika wiñanlla kaypika
    Time Stamp: ('ts1088', 'ts1092'), Annotation: noviembre ojala tamianga
    Time Stamp: ('ts1097', 'ts1100'), Annotation: Noviembre
    Time Stamp: ('ts1116', 'ts1124'), Annotation: ari wagrawakunapa illan jiwa
    Time Stamp: ('ts1134', 'ts1138'), Annotation: llushtisha
    Time Stamp: ('ts1160', 'ts1164'), Annotation: killu
    Time Stamp: ('ts1168', 'ts1170'), Annotation: puca
    Time Stamp: ('ts1177', 'ts1181'), Annotation: (...)kuti
    Time Stamp: ('ts1187', 'ts1188'), Annotation: mariana charin puka ukata
    Time Stamp: ('ts1190', 'ts1193'), Annotation: ari ashka
    Time Stamp: ('ts1197', 'ts1203'), Annotation: Lo mismo kanata yachan (...)
    Time Stamp: ('ts1218', 'ts1223'), Annotation: ari millukutash tarpunchillami
    Time Stamp: ('ts1225', 'ts1228'), Annotation: Papas melloco oca 
    Time Stamp: ('ts1229', 'ts1231'), Annotation: cebada cebolla
    Time Stamp: ('ts1239', 'ts1241'), Annotation: kunan kay wata amenurarijun cibulla
    Time Stamp: ('ts1272', 'ts1275'), Annotation: ah ari
    Time Stamp: ('ts1279', 'ts1280'), Annotation: (No se entiede)
    Time Stamp: ('ts1285', 'ts1288'), Annotation: imashti Elsitama lolitama shina
    Time Stamp: ('ts1291', 'ts1292'), Annotation: Zoilitama shina parlanajun kingushpa
    Time Stamp: ('ts1298', 'ts1303'), Annotation: shamupay mama shamun mamita kaypi tiari nini
    Time Stamp: ('ts1350', 'ts1353'), Annotation: yaykumuylla nikpika culicincia pasanchi nin
    Time Stamp: ('ts1359', 'ts1361'), Annotation: maki japisha chayanchi
    Time Stamp: ('ts1375', 'ts1377'), Annotation: mayman rijungui
    Time Stamp: ('ts1396', 'ts1401'), Annotation: ya ya parlashun parlashun
    Time Stamp: ('ts1433', 'ts1438'), Annotation: avena ñukanchi mikuna avena
    Time Stamp: ('ts1443', 'ts1449'), Annotation: cebadash tukunchu chayman
    Time Stamp: ('ts1462', 'ts1465'), Annotation: padrino kunukpi kawsangui nachu
    Time Stamp: ('ts1477', 'ts1478'), Annotation: ah shinaka kaypilayallata kay ecuadurpi shinallata
    Time Stamp: ('ts1484', 'ts1486'), Annotation: rupay kaypish jiwakunami animalpa chakirin
    Time Stamp: ('ts1487', 'ts1488'), Annotation: y illan (...)
    Time Stamp: ('ts1489', 'ts1491'), Annotation: habasma illita anguyan
    Time Stamp: ('ts1505', 'ts1507'), Annotation: taytaka imashna wata charin
    Time Stamp: ('ts1509', 'ts1511'), Annotation: padrino tayta mama
    Time Stamp: ('ts1515', 'ts1517'), Annotation: Ñuka abuelawan cazi igual kashka 
    Time Stamp: ('ts1525', 'ts1528'), Annotation: Chayrichu kan 
    Time Stamp: ('ts1531', 'ts1534'), Annotation: apamunguimanga ñukata riksichingui padrino
    Time Stamp: ('ts1541', 'ts1543'), Annotation: Kunanga ñalla estadus (...)
    Time Stamp: ('ts1564', 'ts1567'), Annotation: ñala charinga
    Time Stamp: ('ts1573', 'ts1575'), Annotation: karuchu
    Time Stamp: ('ts1583', 'ts1584'), Annotation: rikujunalla padrinuta yallikunalla wawkikuna
    Time Stamp: ('ts1586', 'ts1589'), Annotation: mas kullki achika charinakunchu
    Time Stamp: ('ts1596', 'ts1599'), Annotation: kambuk tayta mama wasipichu kawsanajun
    Time Stamp: ('ts1600', 'ts1602'), Annotation: paykunaka ñana ima trabajan jubilashkalla
    Time Stamp: ('ts1604', 'ts1606'), Annotation: shina suelduwan no
    Time Stamp: ('ts1609', 'ts1610'), Annotation: ari kaypipash tiyan pero imash trabajuta charishka kasha
    Time Stamp: ('ts1611', 'ts1612'), Annotation: ñukanchika na ñukanchika abuelawan mana na estudiashka nima
    Time Stamp: ('ts1615', 'ts1618'), Annotation: kuata na estudiachishka tayta mama llama michik charishaka nima
    Time Stamp: ('ts1619', 'ts1620'), Annotation: na ima trabaju charishka na jubilashkash kani nima
    Time Stamp: ('ts1621', 'ts1625'), Annotation: na jubilashka yuyakkama shina ñuka abuilawan trabajashpa
    Time Stamp: ('ts1629', 'ts1631'), Annotation: japinajun mamita ñuka abuiluwan
    Time Stamp: ('ts1633', 'ts1634'), Annotation: ima kachiwan wirawan gas tanquita randingapa Saquisilima 
    Time Stamp: ('ts1649', 'ts1651'), Annotation: chaymanda japin mamita chaywan kachiwan virawan
    Time Stamp: ('ts1653', 'ts1654'), Annotation: ari shina shina ñuka abuilaka tiyan
    Time Stamp: ('ts1656', 'ts1658'), Annotation: kaypi ñuka papitu yuyaylla kawsan ñuka abuilata  rikun
    Time Stamp: ('ts1659', 'ts1660'), Annotation: shuk wawakunata (...)
    Time Stamp: ('ts1662', 'ts1665'), Annotation: ima rikun ñuka tiya ñuka papitu 
    Time Stamp: ('ts1666', 'ts1668'), Annotation: kaypi tiyan ñuka tia ñuka abuilawata kuidasha
    Time Stamp: ('ts1669', 'ts1670'), Annotation: pay (...)sasha kaypi tiyan
    Time Stamp: ('ts1671', 'ts1672'), Annotation: (No se entiende)
    Time Stamp: ('ts1673', 'ts1674'), Annotation: dirripinti shamushalla shamunakun
    Time Stamp: ('ts1676', 'ts1678'), Annotation: shuk punlla visitaman rinakunlla
    Time Stamp: ('ts1679', 'ts1680'), Annotation: allichina
    Time Stamp: ('ts1681', 'ts1683'), Annotation: (No se entiende)
    Time Stamp: ('ts1707', 'ts1708'), Annotation: yayituka kayllapitaka  llulla Alijandra
    Time Stamp: ('ts1713', 'ts1714'), Annotation: shina mamita ñuka rikkrinimi imawraka vultamushami
    Time Stamp: ('ts1715', 'ts1716'), Annotation: chayshuk semanakuna ñuka mamitata 
    Time Stamp: ('ts1717', 'ts1718'), Annotation: rikkrinim mamita
    Time Stamp: ('ts1727', 'ts1729'), Annotation: diosolopagui nin mamita venga venda
    Time Stamp: ('ts1731', 'ts1732'), Annotation: shuyay shuyay
    Time Stamp: ('ts1733', 'ts1735'), Annotation: ñuka abueluta grabangui 
    Time Stamp: ('ts1743', 'ts1744'), Annotation: imachari japimu rik
    Time Stamp: ('ts1749', 'ts1751'), Annotation: nachu mikunguichi
    Time Stamp: ('ts1753', 'ts1755'), Annotation: maimita shamuy shamuy agradecisha nin
    Time Stamp: ('ts1756', 'ts1759'), Annotation: ñuka padrino ña rikgrin
    Time Stamp: ('ts1761', 'ts1762'), Annotation: kayka mamia 
    Time Stamp: ('ts1792', 'ts1795'), Annotation: ya ya
  Tier Type: tn, Annotations Count: 195
    Time Stamp: a1, Annotation: Ya esta grabando
    Time Stamp: a2, Annotation: Yo jaja
    Time Stamp: a3, Annotation: Ya preguntale
    Time Stamp: a4, Annotation: Setenta y tres años
    Time Stamp: a5, Annotation: Donde encontrara
    Time Stamp: a6, Annotation: ya ya
    Time Stamp: a7, Annotation: Ya esta enojada
    Time Stamp: a8, Annotation: Pregunta a el dice
    Time Stamp: a9, Annotation: quita (...)
    Time Stamp: a10, Annotation: Como era (...)
    Time Stamp: a11, Annotation: Ya esta grabando?
    Time Stamp: a12, Annotation: Y mamita donde naciste de donde eres eres de aqui mismo?
    Time Stamp: a13, Annotation: Tu mama era de Chilla pata o tu papa?
    Time Stamp: a14, Annotation: A los cuantos años veniste aca mamita?
    Time Stamp: a15, Annotation: Y mi abuelitua que edad murio?
    Time Stamp: a16, Annotation: Mi abuelitu era bueno?
    Time Stamp: a17, Annotation: Yo no conoci a mi abuelito
    Time Stamp: a18, Annotation: Buenasta tardes tio abelardo. Mi tio esta llegando
    Time Stamp: a19, Annotation: con mi abuelito vivias mamita
    Time Stamp: a20, Annotation: y en otro lado vivias muho tiempo
    Time Stamp: a21, Annotation: que edad tenias cuando murio tu mami?
    Time Stamp: a22, Annotation: Tu papa murio primero?
    Time Stamp: a23, Annotation: Ah y ellos donde vivian?
    Time Stamp: a24, Annotation: y ahora este abuelo?
    Time Stamp: a25, Annotation: pese a que estuvo casado murio
    Time Stamp: a26, Annotation: cinco son cinco
    Time Stamp: a27, Annotation: Solo nuestro
    Time Stamp: a28, Annotation: Y como solias llevar para arriba tu mami?
    Time Stamp: a29, Annotation: te fuiste a la comunidad
    Time Stamp: a30, Annotation: que te fuiste a vender
    Time Stamp: a31, Annotation: y el maiz
    Time Stamp: a32, Annotation: Y esta semana vas a reunir para  ir a vender?
    Time Stamp: a33, Annotation: Y tu  maita si estas cultivando la papa?
    Time Stamp: a34, Annotation: Donde tienes?
    Time Stamp: a35, Annotation: Mucho frio debe estar por la loma de arriba
    Time Stamp: a36, Annotation: quien ayuda a llevar a mamita?
    Time Stamp: a37, Annotation: mamita te has enfermado ahora?
    Time Stamp: a267, Annotation: No viene la tia a verlo?
    Time Stamp: a268, Annotation: y la tia Cuchita?
    Time Stamp: a269, Annotation: Viene Imali?
    Time Stamp: a270, Annotation: no vienen nadie para ver a la mamita?
    Time Stamp: a271, Annotation: Paso un temblor mamita sentiste?
    Time Stamp: a272, Annotation: Paso el temblor a las diez de la noche
    Time Stamp: a273, Annotation: mm sentiste un año
    Time Stamp: a274, Annotation: temblo la tierra
    Time Stamp: a275, Annotation: ahi antes solia pastar ovejas
    Time Stamp: a276, Annotation: siendo pequeñas pasabamos
    Time Stamp: a277, Annotation: ahora mis abuela no tiene borregos ahi viviamos
    Time Stamp: a278, Annotation: Porque se llama Padre Rumi
    Time Stamp: a279, Annotation: porque el padre esta pasando pr ahi por eso el nombre
    Time Stamp: a280, Annotation: dicen al cura
    Time Stamp: a281, Annotation: en la iglesia hay un padre que pasa
    Time Stamp: a282, Annotation: por eso dice al padre de llano de piedras
    Time Stamp: a283, Annotation: es una piedra grande 
    Time Stamp: a284, Annotation: tambien yo conozco eso
    Time Stamp: a285, Annotation: algun rato viniendo de madrugada el camino si llega alla
    Time Stamp: a286, Annotation: yo conozco son los lugares de mi abuelita que yo solia pastar borrego
    Time Stamp: a287, Annotation: si
    Time Stamp: a288, Annotation: Asimismo siendo caliendo coo hoy
    Time Stamp: a289, Annotation: Para mi la persona
    Time Stamp: a290, Annotation: mas atraz soliamos irnos al lugar que le dice Runa wango
    Time Stamp: a291, Annotation: es votado el pasto en la montaña
    Time Stamp: a292, Annotation: libre la hierva  las ovejas
    Time Stamp: a293, Annotation: si
    Time Stamp: a294, Annotation: a la hierba
    Time Stamp: a295, Annotation: de lejos regresa
    Time Stamp: a296, Annotation: se solia ir cargando la almuerzo
    Time Stamp: a297, Annotation: en la madrugada. ya a est hora y se debia regresar
    Time Stamp: a298, Annotation: tambien abajo en Candela Faso
    Time Stamp: a299, Annotation: Por aca abajo existe una quebrada
    Time Stamp: a300, Annotation: mi abuelita
    Time Stamp: a301, Annotation: es la laguna de patos
    Time Stamp: a302, Annotation: todos como la casa son en el agua
    Time Stamp: a303, Annotation: de alla adentro gotea el agua
    Time Stamp: a304, Annotation: no hay no se no conocemos
    Time Stamp: a305, Annotation: por estos campos hay
    Time Stamp: a306, Annotation: ari ah
    Time Stamp: a307, Annotation: Habla el diablo
    Time Stamp: a308, Annotation: asi dicen en la montaña
    Time Stamp: a309, Annotation: colarawmi hubo.
    Time Stamp: a310, Annotation: dijieron que ha llevado.
    Time Stamp: a311, Annotation: dijieron que el diablo ha llevad
    Time Stamp: a312, Annotation: viniendo un ser grande y votando lejos el cerramiento
    Time Stamp: a313, Annotation: ha llevado a esa piedra
    Time Stamp: a314, Annotation: es tenebroso nosotros vivimos ahi con mucho miedo
    Time Stamp: a315, Annotation: Hay una pequea una loza 
    Time Stamp: a316, Annotation: nosotros cuidando hierva es ahi
    Time Stamp: a317, Annotation: oveja ganados
    Time Stamp: a318, Annotation: No me voy ya por mucho tiempo
    Time Stamp: a319, Annotation: Mi abuelita tampoco va
    Time Stamp: a320, Annotation: en esos momentos estuvo recien
    Time Stamp: a321, Annotation: la garganta de cuello
    Time Stamp: a322, Annotation: no eso estuvo por aca abajo
    Time Stamp: a323, Annotation: Candela Faso
    Time Stamp: a324, Annotation: es con la montaña
    Time Stamp: a325, Annotation: no se dice mi abuela
    Time Stamp: a326, Annotation: mi difunto abuelo sabia
    Time Stamp: a327, Annotation: No me acuerdo dice mi abuela
    Time Stamp: a328, Annotation: Padrino tu quieres preguntar?
    Time Stamp: a329, Annotation: A mi abuela tu quieres conversar o yo hago conversar
    Time Stamp: a330, Annotation: ah ya conversemos
    Time Stamp: a331, Annotation: aqui mi abuela esta escuela
    Time Stamp: a332, Annotation: dando terreno
    Time Stamp: a333, Annotation: en nuestro terreno existe escuela
    Time Stamp: a334, Annotation: la plaza esta en el terreno de mi abuela
    Time Stamp: a761, Annotation: a mi abuela que no sabe llevando
    Time Stamp: a762, Annotation: lo que ella no mas debe poner mi abuela
    Time Stamp: a763, Annotation: no otro fundador asi
    Time Stamp: a764, Annotation: asi ha llevado no mas
    Time Stamp: a765, Annotation: si vente aca
    Time Stamp: a766, Annotation: sientese
    Time Stamp: a767, Annotation: si
    Time Stamp: a768, Annotation: no te sientas en la banca?
    Time Stamp: a769, Annotation: no saluda el saliendo
    Time Stamp: a770, Annotation: eso es la oca
    Time Stamp: a771, Annotation: buena cabeza
    Time Stamp: a772, Annotation: en este año la oca si dio frutos
    Time Stamp: a773, Annotation: anos pasado si hubo
    Time Stamp: a774, Annotation: si hacen encontrar
    Time Stamp: a775, Annotation: Cuando entierras si crece
    Time Stamp: a776, Annotation: en noviembre ojala llueva
    Time Stamp: a777, Annotation: Noviembre
    Time Stamp: a778, Annotation: si no hay hierba para los ganados
    Time Stamp: a779, Annotation: pelando
    Time Stamp: a780, Annotation: amarillo
    Time Stamp: a781, Annotation: rojo
    Time Stamp: a782, Annotation: otra vez
    Time Stamp: a783, Annotation: Mariana tiene oca roja
    Time Stamp: a784, Annotation: si mucho
    Time Stamp: a785, Annotation: es lo mismo
    Time Stamp: a786, Annotation: si tambien sembramos mellocos
    Time Stamp: a787, Annotation: Papas melloco oca 
    Time Stamp: a788, Annotation: cebada cebolla
    Time Stamp: a789, Annotation: este año esta bajo la cebulla
    Time Stamp: a790, Annotation: ah si
    Time Stamp: a791, Annotation: (No se entiede)
    Time Stamp: a792, Annotation: La Elsita y la Lolita son asi
    Time Stamp: a793, Annotation: tambien la Zoilita hablan amablemente
    Time Stamp: a794, Annotation: Venga por favor mamita venga sientate digo
    Time Stamp: a795, Annotation: cuando dice que entre decimos permiso paso 
    Time Stamp: a796, Annotation: y llegamos saludando con la mano
    Time Stamp: a797, Annotation: a donde vas
    Time Stamp: a798, Annotation: ya conversemos conversemos
    Time Stamp: a799, Annotation: la avena qe comemos nosotros?
    Time Stamp: a800, Annotation: tambien se da la cebada?
    Time Stamp: a801, Annotation: padrino vives en zona calida verdad
    Time Stamp: a802, Annotation: ah entonces como aqui en el Ecuador
    Time Stamp: a803, Annotation: en el calor se secan las hiervas
    Time Stamp: a804, Annotation: ya no hay
    Time Stamp: a805, Annotation: y las habas se marchitan
    Time Stamp: a806, Annotation: y tu papa cuantos añs tiene
    Time Stamp: a807, Annotation: los padres de padrino
    Time Stamp: a808, Annotation: casi ha sido de la edad de mi abuela
    Time Stamp: a809, Annotation: Eso no mas es?
    Time Stamp: a810, Annotation: hubieses traido para hacerme conocer a mi
    Time Stamp: a811, Annotation: y ahora ya mismo estados unidos
    Time Stamp: a812, Annotation: ya mismo tendra
    Time Stamp: a813, Annotation: esta lejos?
    Time Stamp: a814, Annotation: se ve como padrino o son mas grandes tus hermanos
    Time Stamp: a815, Annotation: tienen mas plata?
    Time Stamp: a816, Annotation: en la casa de tus padres viven?
    Time Stamp: a817, Annotation: y ellos ya no trabajan en nada? esta solo jubilados
    Time Stamp: a818, Annotation: ya con otros sueldos verdad?
    Time Stamp: a819, Annotation: si aqui tambien existe pero si hayas tenido un trabajo
    Time Stamp: a820, Annotation: nosotros no hemos nada con mi abuela
    Time Stamp: a821, Annotation: a mi no me ha hecho estudiar teniendo como pastora de ovejas
    Time Stamp: a822, Annotation: no soy nada no soy jubilad ni he tenido trabajo no hay nada
    Time Stamp: a823, Annotation: no jubilada yo hasta muy mayor mi abuela vive trabajando
    Time Stamp: a824, Annotation: estan cogiendo con mi abuelo
    Time Stamp: a825, Annotation: para sal manteka y para comprar tanque de gas
    Time Stamp: a826, Annotation: esito coje la abuelita de eso compra sal y manteca
    Time Stamp: a827, Annotation: asi vive mi abuelita
    Time Stamp: a828, Annotation: aqui mi padre vive bien y mira a mi abuelita
    Time Stamp: a829, Annotation: otros hijos (...)
    Time Stamp: a830, Annotation: que mira mi tia y mi padre
    Time Stamp: a831, Annotation: aqui vive mi tia cuidando los abuelitos
    Time Stamp: a832, Annotation: ´pese a todo el vive aqui
    Time Stamp: a833, Annotation: (No se entiende)
    Time Stamp: a834, Annotation: aveces viene
    Time Stamp: a835, Annotation: una vez se van a la visita
    Time Stamp: a836, Annotation: debemos arreglar
    Time Stamp: a837, Annotation: (No se entiende)
    Time Stamp: a838, Annotation: mi padrecito esta aqui mentiroso
    Time Stamp: a839, Annotation: asi es mamita me ire y algun rato regresare
    Time Stamp: a840, Annotation: la proxima semana los estudios
    Time Stamp: a841, Annotation: me ire mamita
    Time Stamp: a842, Annotation: gracias dice mamita
    Time Stamp: a843, Annotation: espera espera
    Time Stamp: a844, Annotation: grabaras a mi abuelo
    Time Stamp: a845, Annotation: como sera?
    Time Stamp: a846, Annotation: no comeras?
    Time Stamp: a847, Annotation: venga mamita vega dice que voy a agradeceri
    Time Stamp: a848, Annotation: mi padrino se ira
    Time Stamp: a849, Annotation: eso mamita
    Time Stamp: a850, Annotation: bueno
Speaker: A
  Tier Type: dt, Annotations Count: 189
