Speaker: simeon
  Tier Type: po, Annotations Count: 143
  Tier Type: tn, Annotations Count: 143
    Time Stamp: a1, Annotation: yaa
    Time Stamp: a2, Annotation: entonces hoy diez eee nueve dijimos  nueve de enero de 2019
    Time Stamp: a3, Annotation: en quito en este lugar 
    Time Stamp: a4, Annotation: hoy estoy conociendoles a las compañeras 
    Time Stamp: a5, Annotation: eeee
    Time Stamp: a6, Annotation: aqui este sector se llama pambamar , verdad 
    Time Stamp: a7, Annotation: eee en este sector hay otras comunidades 
    Time Stamp: a8, Annotation: con que nombres hay 
    Time Stamp: a25, Annotation: en ahí 
    Time Stamp: a31, Annotation: la mitad de la estancia m mm 
    Time Stamp: a32, Annotation: pamba marka 
    Time Stamp: a33, Annotation: ese
    Time Stamp: a34, Annotation: en ahí hay un pukara, ¿verdad? o es pasando por alla 
    Time Stamp: a35, Annotation: aja 
    Time Stamp: a36, Annotation: ya 
    Time Stamp: a37, Annotation: mmmm
    Time Stamp: a38, Annotation: en ahí esta montaña 
    Time Stamp: a39, Annotation: tiene nombre esta montaña de arriba  
    Time Stamp: a40, Annotation: es pamba marka mismo o es otro nombre 
    Time Stamp: a41, Annotation: si toda esta montaña, ¿verdad?
    Time Stamp: a42, Annotation: mjm 
    Time Stamp: a43, Annotation: y esa de alla esa montaña
    Time Stamp: a44, Annotation: montaña de tabacunmdo, el nombre 
    Time Stamp: a45, Annotation: tiene nombre esos picos 
    Time Stamp: a46, Annotation: montaña blanca , si esa de montaña de cayambe 
    Time Stamp: a47, Annotation: es yurgu urku, asi  mismo dicen en la chimba 
    Time Stamp: a48, Annotation: montaña blanca, si
    Time Stamp: a49, Annotation: asi es la montaña de tabacundo imbabura 
    Time Stamp: a50, Annotation: (aaaa lus...)
    Time Stamp: a51, Annotation: aqui, bueno y este ustedes son nacidas aqui 
    Time Stamp: a52, Annotation: a aa y en esta comunidad que familias hay que tipo de apellido tienen 
    Time Stamp: a53, Annotation: cobacango 
    Time Stamp: a54, Annotation: mjm
    Time Stamp: a143, Annotation: entonces 
    Time Stamp: a144, Annotation: queria preguntar, si ese es oton  
    Time Stamp: a145, Annotation: aqui es la parroquia 
    Time Stamp: a146, Annotation: todo ooo 
    Time Stamp: a147, Annotation: ahí esta 
    Time Stamp: a148, Annotation: en ahi debe ser la cabecera alto 
    Time Stamp: a149, Annotation: mm y te vas allá alguno de estos días 
    Time Stamp: a150, Annotation: si
    Time Stamp: a151, Annotation: en ahí oton que significado tiene oton, ¿  saben ? del nombre 
    Time Stamp: a152, Annotation: oton 
    Time Stamp: a153, Annotation: y sus padre o sus abuelos tenian alguna idea de lo que significa el nombre de oton 
    Time Stamp: a154, Annotation: que es 
    Time Stamp: a155, Annotation: si si 
    Time Stamp: a156, Annotation: bueno entonces en ahí
    Time Stamp: a157, Annotation: a tal vez  las dos osea  usted primero después ustedes las dos podrian hablar juntas 
    Time Stamp: a158, Annotation: eeeem  como era antes cuando ustedes aun eran pequeñas 
    Time Stamp: a159, Annotation: a pie 
    Time Stamp: a160, Annotation: para tener una lampara en casa 
    Time Stamp: a161, Annotation: luz, como es que dicen luz o micha 
    Time Stamp: a162, Annotation: no había luz
    Time Stamp: a163, Annotation: si 
    Time Stamp: a227, Annotation: como es que dijiostes que se llama? 
    Time Stamp: a228, Annotation: aaa de la vertiente de al frente 
    Time Stamp: a229, Annotation: en ahí es una cascada grande oo que 
    Time Stamp: a230, Annotation: mmmm
    Time Stamp: a231, Annotation: eso es por detras 
    Time Stamp: a232, Annotation: ya si yo me voy me pierdo o que 
    Time Stamp: a233, Annotation: otro día me llevas 
    Time Stamp: a234, Annotation: debe ser bueno filmar en la quebrada  
    Time Stamp: a235, Annotation: tal vez le pòdriamos dejar hablar a la compañera de su vida de niñez como era  alguna idea
    Time Stamp: a236, Annotation: tal vez usted podría hablar de su niñez como era 
    Time Stamp: a237, Annotation: aqui 
    Time Stamp: a238, Annotation: aaa el era el presidente de aqui
    Time Stamp: a239, Annotation: en que momento 
    Time Stamp: a355, Annotation: como es este trabajo 
    Time Stamp: a356, Annotation: ese trabajo de  tsawar mishki (dulce de agave) como es ese trabajo 
    Time Stamp: a373, Annotation: solo para tomar aqui o también para vender en algun lugar 
    Time Stamp: a374, Annotation: y sueles madrugar para recogerlo es bueno cogerlo de mañana o en la tarde o se daña, al cogerlo o que hora es que  lo cogen 
    Time Stamp: a375, Annotation: mmm
    Time Stamp: a376, Annotation: han escuchado como es que dicen en otras provincias este, rumbo chawar, claro debe ser otro dialecto, en aqui como es que hablan escuche poco pero como es que dijeron 
    Time Stamp: a377, Annotation: esa planta me dijistes que era
    Time Stamp: a378, Annotation: tsauru (penco, agave ))
    Time Stamp: a379, Annotation: aja asi dicen aqui verdad
    Time Stamp: a380, Annotation: sanka o tsauro
    Time Stamp: a381, Annotation: es lo mismo 
    Time Stamp: a382, Annotation: tsauro o sanka es lo mismo 
    Time Stamp: a383, Annotation: a bueno 
    Time Stamp: a384, Annotation: yy las hojas de la planta lo llamana igual 
    Time Stamp: a385, Annotation: o tiene otro nombre
    Time Stamp: a386, Annotation: si 
    Time Stamp: a387, Annotation: tzanka 
    Time Stamp: a388, Annotation: tsauro o tzanka 
    Time Stamp: a389, Annotation: a bueno 
    Time Stamp: a390, Annotation: eeee
    Time Stamp: a391, Annotation: entonces deben decir asi, hoja de tsauro o raíz de tsauro 
    Time Stamp: a392, Annotation: a buenoi
    Time Stamp: a393, Annotation: (..........)
    Time Stamp: a394, Annotation: emmm
    Time Stamp: a395, Annotation: pero paseamos en el huerto
    Time Stamp: a396, Annotation: ya voy a coger el microfono y lo pondré aqui 
    Time Stamp: a397, Annotation: vamos a pasear en la mm yo puedo cargar pero
    Time Stamp: a398, Annotation: solo....
    Time Stamp: a1203, Annotation: lo safo de aqui 
    Time Stamp: a1204, Annotation: y la llevo
    Time Stamp: a399, Annotation: vamos a conocer 
    Time Stamp: a400, Annotation: (risa ) el sembrío , yo quiero conocer todo lo sembrado   
    Time Stamp: a401, Annotation: poco 
    Time Stamp: a402, Annotation: a es eso bien 
    Time Stamp: a403, Annotation: vamos 
    Time Stamp: a404, Annotation: a conocer
    Time Stamp: a405, Annotation: ya ha 
    Time Stamp: a406, Annotation: buenisimo 
    Time Stamp: a407, Annotation: en aqui que es lo que tiene sembrado
    Time Stamp: a517, Annotation: esos son yerbas medicinales o que 
    Time Stamp: a518, Annotation: eso es mati ,, como es que dijiostes 
    Time Stamp: a519, Annotation: no ese yerba de mate, como es que dijistes 
    Time Stamp: a520, Annotation: lo dijistes al ultimo
    Time Stamp: a521, Annotation: lo que esta ahí no sé
    Time Stamp: a522, Annotation: ruda después de eso 
    Time Stamp: a523, Annotation: aa ya como asi 
    Time Stamp: a524, Annotation: para hacer la limpia, si 
    Time Stamp: a525, Annotation: en ahí me dijistes que eso era el payco
    Time Stamp: a526, Annotation: para que es eso 
    Time Stamp: a527, Annotation: aa bueno
    Time Stamp: a528, Annotation: si
    Time Stamp: a529, Annotation: tienen muchas clase de yerbas 
    Time Stamp: a530, Annotation: juyanguilla
    Time Stamp: a531, Annotation: aa como asi con agua o que 
    Time Stamp: a532, Annotation: que bien 
    Time Stamp: a533, Annotation: aaa si 
    Time Stamp: a534, Annotation: si
    Time Stamp: a535, Annotation: buenisimo, yo no puedo ya, suelen morirse los que estaban andando conmigo, no conosco 
    Time Stamp: a536, Annotation: si 
    Time Stamp: a537, Annotation: cierto 
    Time Stamp: a538, Annotation: cuantos hijos 
    Time Stamp: a539, Annotation: si 
    Time Stamp: a540, Annotation: a ya
    Time Stamp: a541, Annotation: ellos no le ayudan a sembrar 
    Time Stamp: a542, Annotation: si si bien esta 
    Time Stamp: a543, Annotation: aa ya 
    Time Stamp: a631, Annotation: usted también tiene en casa sembrado una huerta 
    Time Stamp: a632, Annotation: aa ya
    Time Stamp: a633, Annotation: y las compañeras si le ayudan en ahi 
    Time Stamp: a634, Annotation: aa que bien reciprocamente 
    Time Stamp: a635, Annotation: como es que dices, compañeras este día necesito ayuda y si vienen 
    Time Stamp: a636, Annotation: que bien 
    Time Stamp: a637, Annotation: aa ya 
    Time Stamp: a1313, Annotation: seria bueno filmar otro día que esten trabajando entre compañeras 
    Time Stamp: a638, Annotation: ya 
    Time Stamp: a639, Annotation: bueno ya alcanzó los quince minutos para morirse 
Speaker: A
  Tier Type: dt, Annotations Count: 133
    Time Stamp: a1, Annotation: ya
    Time Stamp: a2, Annotation: entonces kunan puncha eee diez  de nueve nirkanchik nachu nueve de enero  de 2019 
    Time Stamp: a3, Annotation: pampa marquitopi kay llaktapi
    Time Stamp: a4, Annotation: kunan rikskuni compeñerakunata 
    Time Stamp: a5, Annotation: eeeee
    Time Stamp: a6, Annotation: kaypika   entonces kaypi pampa Marquito shuti kan nachu 
    Time Stamp: a7, Annotation:  eee kay  sectorpi  ima kutin shuk comunidadkuna 
    Time Stamp: a8, Annotation: ima shuti tiyan 
    Time Stamp: a25, Annotation: chaypi
    Time Stamp: a31, Annotation: chawpi estancia mm
    Time Stamp: a32, Annotation: Pamba marka
    Time Stamp: a33, Annotation: chay
    Time Stamp: a34, Annotation: chaypi tiyan chay pikara nachu o o  ashtawan chayta yallishka
    Time Stamp: a35, Annotation: aja
    Time Stamp: a36, Annotation: ya 
    Time Stamp: a37, Annotation: mmmm
    Time Stamp: a38, Annotation: chaypika kay urku 
    Time Stamp: a39, Annotation: shutita charin kay hawa urku 
    Time Stamp: a40, Annotation: Pamba Marka mismo o  ashka shuti 
    Time Stamp: a41, Annotation: ari  ju tukuy urku nachu
    Time Stamp: a42, Annotation: mjm
    Time Stamp: a43, Annotation: y chimpapi kay urku 
    Time Stamp: a44, Annotation: Tabacundo urku shutita 
    Time Stamp: a45, Annotation: charinchu chay picokuna
    Time Stamp: a46, Annotation: Yurgu urku ari chayta Cayambe  urku 
    Time Stamp: a47, Annotation: Yurgu urku ari   shinapash nin la Chimpapi 
    Time Stamp: a48, Annotation: Yurgu urku ari 
    Time Stamp: a49, Annotation: a aa Tabacundo urku Imbabura 
    Time Stamp: a51, Annotation: kaypika  bueno y kay y  kikinkuna kaypi nacido kankichik 
    Time Stamp: a52, Annotation: aaa kay comunidadpi ima familiakunata tiyan ima apellidokuna tiyan
    Time Stamp: a54, Annotation: mjm
    Time Stamp: a143, Annotation: chayka 
    Time Stamp: a144, Annotation: tapuna munarkani chay Oton 
    Time Stamp: a145, Annotation: kaypi kan parroquia
    Time Stamp: a146, Annotation: tukuy ooo
    Time Stamp: a147, Annotation: chaypi kan 
    Time Stamp: a148, Annotation:  chaypi cabecera alto kan
    Time Stamp: a149, Annotation: mm y chayta imata rinkichi  o suleo ima puncha
    Time Stamp: a150, Annotation: ari
    Time Stamp: a151, Annotation: chaypi Oton ima significadota charinchu yachankichik shuti 
    Time Stamp: a152, Annotation: Oton 
    Time Stamp: a153, Annotation: y tayta mamakuna abuelokuna ima ima yuyayta charirkachu  chay Oton shuti 
    Time Stamp: a154, Annotation: imami kan 
    Time Stamp: a155, Annotation: ari ari 
    Time Stamp: a156, Annotation: bueno entonces chaypika
    Time Stamp: a157, Annotation:  a tal vez ishkanti osea  primero kikin chay hipa kikin asha parlayta ushankichik
    Time Stamp: a158, Annotation: eeem  ima shina karka kay llaktapi pero punta  kikinkuna uchilla  kashpa 
    Time Stamp: a160, Annotation: lamparata charinkapak wasipi 
    Time Stamp: a161, Annotation: micha  ima shina ninkichik luz micha 
    Time Stamp: a162, Annotation: na tiyashkachu micha 
    Time Stamp: a163, Annotation: ari 
    Time Stamp: a227, Annotation: ima shuti wayku nirkanki 
    Time Stamp: a228, Annotation: aa chimpa pukyumanta 
    Time Stamp: a229, Annotation: chaypika hatun pakchachu o ima 
    Time Stamp: a230, Annotation: mmmm
    Time Stamp: a231, Annotation: chayta shina  washaman 
    Time Stamp: a232, Annotation:  ya ñuka rishpaka (chinka) chinkarisha 
    Time Stamp: a233, Annotation: shuk  puncha pushawanki 
    Time Stamp: a234, Annotation: nachu alli alli kanka filmankapak waykupi 
    Time Stamp: a235, Annotation: nachu tapushun compañerata   asha parlachun paypak ima wawa kashpa ima  shina karka  kay sectorpi  ima yuyay 
    Time Stamp: a236, Annotation:  nachu ashalla  pudinki ima shina  karka kikin uchilla  wawa huras 
    Time Stamp: a237, Annotation: kaypi 
    Time Stamp: a238, Annotation: aaa kaypika presidente karka
    Time Stamp: a239, Annotation: ima horaskunapi
    Time Stamp: a355, Annotation: ima shina kan kay trabajo
    Time Stamp: a356, Annotation:  chay tsawar mishki trabajo ima shina rurana kanki 
    Time Stamp: a373, Annotation: kaypi upiyankapalla oo hatunkapak maypipash 
    Time Stamp: a374, Annotation: y madrugashpa rina karkanki ima kashpa tutamanta ashtawan  ahli ahli kan o chishi na valinchu  hapina o imawras   hapina kan
    Time Stamp: a375, Annotation: mmmm
    Time Stamp: a376, Annotation: uyashkankichik shuk  provinciakunapi nin rumbo chawar claro shuk parlaykuna kaypi ima parlay ima shina  parlankichik uyarkani   ashalla pero na ima shina nirkanki 
    Time Stamp: a377, Annotation: chay plantata nirkani
    Time Stamp: a378, Annotation: tsawru
    Time Stamp: a379, Annotation: aja shina nin kaypi nachu 
    Time Stamp: a380, Annotation: sanka tsawru
    Time Stamp: a381, Annotation: chay chayllata kan 
    Time Stamp: a382, Annotation: tsawru o sanka igualchu kan 
    Time Stamp: a383, Annotation: a yaya 
    Time Stamp: a384, Annotation: yyy paypak panka chaykunata igual
    Time Stamp: a385, Annotation: o shuk shutikunata charinkacha
    Time Stamp: a386, Annotation: ari 
    Time Stamp: a387, Annotation: zanka 
    Time Stamp: a388, Annotation: tsawru o zanka 
    Time Stamp: a389, Annotation: a ya ya 
    Time Stamp: a390, Annotation: eeee
    Time Stamp: a391, Annotation:  entonces ninkichik shina  tsawru panka o  tsawru sapi  chaykunata 
    Time Stamp: a392, Annotation: a ya 
    Time Stamp: a394, Annotation: emmmm 
    Time Stamp: a395, Annotation: pero nachu paseashun chay huertopi
    Time Stamp: a396, Annotation: ya kay microfonota hapikrini  churakrini kaypi
    Time Stamp: a397, Annotation: vamos a pasear en la mm yo puedo cargar pero
    Time Stamp: a398, Annotation: solo .....
    Time Stamp: a1203, Annotation: lo safo de aqui 
    Time Stamp: a1204, Annotation: y la llevo
    Time Stamp: a399, Annotation: haku riksinkapak 
    Time Stamp: a400, Annotation: (risa ) chakrata ñuta tukuy  tarpushkakunata riksina munani 
    Time Stamp: a401, Annotation: ashalla 
    Time Stamp: a402, Annotation: a chaychu haber
    Time Stamp: a403, Annotation: haku 
    Time Stamp: a404, Annotation: riksinkapak 
    Time Stamp: a406, Annotation: sumak 
    Time Stamp: a407, Annotation: kaypi imata tarpushkata charinki
    Time Stamp: a517, Annotation: chaykuna hampi  hiwakuna o imatak
    Time Stamp: a518, Annotation: ari chayka mati ima shina nirkanki 
    Time Stamp: a519, Annotation: na chay mati hiwa ima shina nirkanki 
    Time Stamp: a520, Annotation: ultimuk nirkanki 
    Time Stamp: a521, Annotation: kaypi tiyashka no sé 
    Time Stamp: a522, Annotation: ruda chay hipa 
    Time Stamp: a523, Annotation: aaa ya ima shina 
    Time Stamp: a524, Annotation: picharinkapak ari
    Time Stamp: a525, Annotation: chaypika aa kay payku nirkanki
    Time Stamp: a526, Annotation: None
    Time Stamp: a528, Annotation: ari 
    Time Stamp: a529, Annotation: ashka ashka hiwata charinkichik
    Time Stamp: a530, Annotation: juyanguilla
    Time Stamp: a531, Annotation: aaa ima shina yakuwan o ima 
    Time Stamp: a532, Annotation: sumak 
    Time Stamp: a534, Annotation: ari 
    Time Stamp: a535, Annotation: sumak ñuka mana  pudinichu ña  wañunlla  ñuka pakta pushakkuna na riksinichu
    Time Stamp: a537, Annotation: cierto
    Time Stamp: a538, Annotation: may wawakuna
    Time Stamp: a539, Annotation: ari
    Time Stamp: a540, Annotation: aa ya
    Time Stamp: a541, Annotation: pay paykuna na ayudanchu tarpunata 
    Time Stamp: a631, Annotation: aa ya kikimpash charinki wasipi   tarpushka huertata
    Time Stamp: a632, Annotation: aa ya 
    Time Stamp: a633, Annotation: y compañerakuna ayudanchu chaypi 
